,Unnamed: 0.1,Unnamed: 0,organization name,facility name,tipo,direccion,latitud,longitud,estado,municipio,geometry,fuente,region
278,278,278,,Servicio Nacional de Empleo Durango,Institucion publica / Educacion y Empleo,"Alberto Terrones No. 107 Sur entre Aquiles Serdán y Negrete, Col. Centro, Durango, Durango, C.P. 34000.",24.0259906,-104.6753455,Durango,Durango,POINT (-104.6753455 24.0259906),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
279,279,279,,Unidad Regional Ecatepec,Institucion publica / Educacion y Empleo,"Calle Nicolás Bravo s/n, Col. La Mora, Ecatepec, Estado de México, C.P. 55030",19.5975449,-99.0515067,Mexico,Ecatepec de Morelos,POINT (-99.0515067 19.5975449),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,
280,280,280,,Unidad Regional Ciudad Mante,Institucion publica / Educacion y Empleo,"Pedro J. Méndez No. 208 Ote., Zona Centro, Cd. Mante, Tamaulipas, C.P. 89800.",22.7418376,-98.973296,Tamaulipas,El Mante,POINT (-98.973296 22.7418376),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Golfo
281,281,281,Albergue,San Vicente,Albergue y Alimentacion,"Calle 9a 691, Col. Bustamante C.P. 22840",31.8670172,-116.6008409,Baja California,Ensenada,POINT (-116.6008409 31.8670172),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
282,282,282,,Unidad Regional Ensenada,Institucion publica / Educacion y Empleo,"Calle del Puerto No. 351 y 355, Fracc. Playa Ensenada, Ensenada, Baja California, C.P. 22880.",31.85786,-116.6148919,Baja California,Ensenada,POINT (-116.6148919 31.85786),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
283,283,283,"Casa de Oración del Migrante, A.C.",,Albergue y Alimentacion,"Niños Héroes 981, Col. Jesús Munguia C.P. 22840",31.8706102,-116.5866929,Baja California,Ensenada,POINT (-116.5866929 31.8706102),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
284,284,284,,Unidad Regional Frontera,Institucion publica / Educacion y Empleo,"Blvd. Benito Juárez No. 717 y 719 esq. Vía Apia, Col. Roma, Frontera, Coahuila, C.P. 25660",26.922639,-101.4434084,Coahuila,Frontera,POINT (-101.4434084 26.922639),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
285,285,285,,Bolsa de Empleo de García,Institucion publica / Educacion y Empleo,no disponible,25.7859549,-100.5786116,Nuevo Leon,Garcia,POINT (-100.5786116 25.7859549),OIM Directorio Virtual Servicios,Golfo
286,286,286,,Centro Comunitario Ampliación Nogales,Compras / Cultura y Recreacion,no disponible,25.7989446,-100.6047516,Nuevo Leon,Garcia,POINT (-100.6047516 25.7989446),OIM Directorio Virtual Servicios,Golfo
287,287,287,,Centro Comunitario Las Palmas,Compras / Cultura y Recreacion,no disponible,25.7929356,-100.4258034,Nuevo Leon,Garcia,POINT (-100.4258034 25.7929356),OIM Directorio Virtual Servicios,Golfo
288,288,288,,"Comedor Padre Roberto Infante
",Albergue y Alimentacion,no disponible,25.808163,-100.6060747,Nuevo Leon,Garcia,POINT (-100.6060747 25.808163),OIM Directorio Virtual Servicios,Golfo
289,289,289,,Bolsa de Empleo de Escobedo,Institucion publica / Educacion y Empleo,no disponible,25.8079244,-100.3226338,Nuevo Leon,General Escobedo,POINT (-100.3226338 25.8079244),OIM Directorio Virtual Servicios,Golfo
290,290,290,,Centro Comunitario Alianza Real,Compras / Cultura y Recreacion,no disponible,25.8448524,-100.3849892,Nuevo Leon,General Escobedo,POINT (-100.3849892 25.8448524),OIM Directorio Virtual Servicios,Golfo
291,291,291,,Centro Comunitario Eulalio Villarreal,Compras / Cultura y Recreacion,no disponible,25.805286,-100.3704713,Nuevo Leon,General Escobedo,POINT (-100.3704713 25.805286),OIM Directorio Virtual Servicios,Golfo
292,292,292,,Centro Comunitario La Alianza,Compras / Cultura y Recreacion,no disponible,25.7757693,-100.4151684,Nuevo Leon,General Escobedo,POINT (-100.4151684 25.7757693),OIM Directorio Virtual Servicios,Golfo
293,293,293,,Centro Comunitario La Alianza Sector Q,Compras / Cultura y Recreacion,no disponible,25.7767341,-100.4059793,Nuevo Leon,General Escobedo,POINT (-100.4059793 25.7767341),OIM Directorio Virtual Servicios,Golfo
294,294,294,,Centro Comunitario Valle de la Esperanza,Compras / Cultura y Recreacion,no disponible,25.7834605,-100.4015695,Nuevo Leon,General Escobedo,POINT (-100.4015695 25.7834605),OIM Directorio Virtual Servicios,Golfo
295,295,295,,Centro De Justicia Familiar COPAVIDE,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,25.8090152,-100.3638374,Nuevo Leon,General Escobedo,POINT (-100.3638374 25.8090152),OIM Directorio Virtual Servicios,Golfo
296,296,296,,"Comedor Padre Roberto Infante
",Albergue y Alimentacion,no disponible,25.809442,-100.3639459,Nuevo Leon,General Escobedo,POINT (-100.3639459 25.809442),OIM Directorio Virtual Servicios,Golfo
297,297,297,,Puerta Violeta Escobedo,"Mujer, Niñez y Juventud",no disponible,25.7989161,-100.3172381,Nuevo Leon,General Escobedo,POINT (-100.3172381 25.7989161),OIM Directorio Virtual Servicios,Golfo
298,298,298,,Unidad Regional 13 SEP,Institucion publica / Educacion y Empleo,no disponible,25.7801954,-100.2876486,Nuevo Leon,General Escobedo,POINT (-100.2876486 25.7801954),OIM Directorio Virtual Servicios,Golfo
299,299,299,,Unidad Regional Escobedo,Institucion publica / Educacion y Empleo,"Av. Madero No. 201 Norte, Unidad Administrativa, 3er. Piso, Col. Centro, General Escobedo, Nuevo León, C.P. 66050.",25.808262,-100.3230318,Nuevo Leon,General Escobedo,POINT (-100.3230318 25.808262),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Golfo
300,300,300,,Unidad Regional San Nicolás de los Garza,Institucion publica / Educacion y Empleo,"Av. Arturo B. de La Garza No. 1315 Norte, Auditorio Jorge Treviño 3er. Piso, Fracc. Villarreal, San Nicolás de los Garza, Nuevo León, C.P. 65500",25.7674517,-100.2900062,Nuevo Leon,General Escobedo,POINT (-100.2900062 25.7674517),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Golfo
301,301,301,,ACNUR - Agencia de la ONU para los Refugiados,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.6704485,-103.3751944,Jalisco,Guadalajara,POINT (-103.3751944 20.6704485),OIM Directorio Virtual Servicios,Pacifico
302,302,302,,Acuario Michin Guadalajara,Compras / Cultura y Recreacion,no disponible,20.692824,-103.351358,Jalisco,Guadalajara,POINT (-103.351358 20.692824),OIM Directorio Virtual Servicios,Pacifico
303,303,303,,"Asociación Jalisciense de Apoyo a los Grupos Indígenas, A.C. (AJAGI)","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.6829147,-103.3323734,Jalisco,Guadalajara,POINT (-103.3323734 20.6829147),OIM Directorio Virtual Servicios,Pacifico
304,304,304,,Banco Diocesano de Alimentos ,Albergue y Alimentacion,no disponible,20.6559302,-103.3550738,Jalisco,Guadalajara,POINT (-103.3550738 20.6559302),OIM Directorio Virtual Servicios,Pacifico
305,305,305,,Bosque Los Colomos,Compras / Cultura y Recreacion,no disponible,20.7087217,-103.3935931,Jalisco,Guadalajara,POINT (-103.3935931 20.7087217),OIM Directorio Virtual Servicios,Pacifico
306,306,306,,COMUDE Guadalajara (Consejo Municipal Del Deporte de Guadalajara),Compras / Cultura y Recreacion,no disponible,20.6949995,-103.3331684,Jalisco,Guadalajara,POINT (-103.3331684 20.6949995),OIM Directorio Virtual Servicios,Pacifico
307,307,307,,Casa Taller Jose Clemente Orozco,Compras / Cultura y Recreacion,no disponible,20.6740429,-103.3854239,Jalisco,Guadalajara,POINT (-103.3854239 20.6740429),OIM Directorio Virtual Servicios,Pacifico
308,308,308,,Casa de la Cultura Jalisciense¬†‚ÄúAgustín Yáñez‚Äù,Compras / Cultura y Recreacion,no disponible,20.662189,-103.349376,Jalisco,Guadalajara,POINT (-103.349376 20.662189),OIM Directorio Virtual Servicios,Pacifico
309,309,309,,Catedral de Guadalajara,Compras / Cultura y Recreacion,no disponible,20.677034,-103.346984,Jalisco,Guadalajara,POINT (-103.346984 20.677034),OIM Directorio Virtual Servicios,Pacifico
310,310,310,,Central de Abastos,Compras / Cultura y Recreacion,no disponible,20.6544202,-103.3835297,Jalisco,Guadalajara,POINT (-103.3835297 20.6544202),OIM Directorio Virtual Servicios,Pacifico
311,311,311,,Centro Creativo La Ferro,Compras / Cultura y Recreacion,no disponible,20.6444636,-103.3490502,Jalisco,Guadalajara,POINT (-103.3490502 20.6444636),OIM Directorio Virtual Servicios,Pacifico
312,312,312,,Centro Cultural Atlas,Compras / Cultura y Recreacion,no disponible,20.6446176,-103.3282931,Jalisco,Guadalajara,POINT (-103.3282931 20.6446176),OIM Directorio Virtual Servicios,Pacifico
313,313,313,,Centro Cultural Casa Colomos,Compras / Cultura y Recreacion,no disponible,20.7052498,-103.3907775,Jalisco,Guadalajara,POINT (-103.3907775 20.7052498),OIM Directorio Virtual Servicios,Pacifico
314,314,314,,Centro Cultural Hacienda de Oblatos / Biblioteca Maria Luisa Hidalgo Riestra,Compras / Cultura y Recreacion,no disponible,20.6844009,-103.2938783,Jalisco,Guadalajara,POINT (-103.2938783 20.6844009),OIM Directorio Virtual Servicios,Pacifico
315,315,315,,Centro Cultural Luis Paez Brotchíe,Compras / Cultura y Recreacion,no disponible,20.688803,-103.3306379,Jalisco,Guadalajara,POINT (-103.3306379 20.688803),OIM Directorio Virtual Servicios,Pacifico
316,316,316,,Centro Cultural San Diego,Compras / Cultura y Recreacion,no disponible,20.6833277,-103.3502006,Jalisco,Guadalajara,POINT (-103.3502006 20.6833277),OIM Directorio Virtual Servicios,Pacifico
317,317,317,,Centro Cultural Santa Cecilia,Compras / Cultura y Recreacion,no disponible,20.7067157,-103.2894625,Jalisco,Guadalajara,POINT (-103.2894625 20.7067157),OIM Directorio Virtual Servicios,Pacifico
318,318,318,,Centro de Atención y Desarrollo Integral para personas en Situación de Indigencia (Cadipsi),Albergue y Alimentacion,no disponible,20.6577948,-103.3487582,Jalisco,Guadalajara,POINT (-103.3487582 20.6577948),OIM Directorio Virtual Servicios,Pacifico
319,319,319,,Centro de Capacitación para el Trabajo Industrial (CECATI) 190,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.6778487,-103.279472,Jalisco,Guadalajara,POINT (-103.279472 20.6778487),OIM Directorio Virtual Servicios,Pacifico
320,320,320,,Centro de Justicia para la Paz y el Desarrollo A.C. (CEPAD),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.6810287,-103.3528985,Jalisco,Guadalajara,POINT (-103.3528985 20.6810287),OIM Directorio Virtual Servicios,Pacifico
321,321,321,,Centro de Justicia para las Mujeres,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.7015624,-103.3376534,Jalisco,Guadalajara,POINT (-103.3376534 20.7015624),OIM Directorio Virtual Servicios,Pacifico
322,322,322,,Cohesión de Diversidades Para la Sustentabilidad A.C. (Codise),LGBTQ,no disponible,20.6753326,-103.3524443,Jalisco,Guadalajara,POINT (-103.3524443 20.6753326),OIM Directorio Virtual Servicios,Pacifico
323,323,323,,Comision Estatal De Derechos Humanos Jalisco,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.6756754,-103.3709581,Jalisco,Guadalajara,POINT (-103.3709581 20.6756754),OIM Directorio Virtual Servicios,Pacifico
324,324,324,,Comisión Estatal de Derechos Humanos de Jalisco,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Pedro Moreno No. 1616, Col. Americana, C.P. 44160, Guadalajara, Jalisco",20.6756754,-103.3709581,Jalisco,Guadalajara,POINT (-103.3709581 20.6756754),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
325,325,325,,Comite Operativo del Banco Diocesano de Alimentos¬†,Albergue y Alimentacion,no disponible,20.6509774,-103.3742175,Jalisco,Guadalajara,POINT (-103.3742175 20.6509774),OIM Directorio Virtual Servicios,Pacifico
326,326,326,,Consejo Estatal para la Prevención y Atención de la Violencia Intrafamiliar (CEPAVI),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.687046,-103.3737561,Jalisco,Guadalajara,POINT (-103.3737561 20.687046),OIM Directorio Virtual Servicios,Pacifico
327,327,327,,Consulado Honorario de El Salvador en Guadalajara,Consulados,"Efraín González Luna 2183, Col. Americana, C. P. 44150, Guadalajara",20.6728978,-103.367393,Jalisco,Guadalajara,POINT (-103.367393 20.6728978),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
328,328,328,,Consulado de Guatemala en Guadalajara ,Consulados,no disponible,20.6598566,-103.3786076,Jalisco,Guadalajara,POINT (-103.3786076 20.6598566),OIM Directorio Virtual Servicios,Pacifico
329,329,329,,Cruz Verde Ernesto Arias,Salud,no disponible,20.6622694,-103.3428911,Jalisco,Guadalajara,POINT (-103.3428911 20.6622694),OIM Directorio Virtual Servicios,Pacifico
330,330,330,,Cruz Verde Leonardo Oliva,Salud,no disponible,20.6459875,-103.3819772,Jalisco,Guadalajara,POINT (-103.3819772 20.6459875),OIM Directorio Virtual Servicios,Pacifico
331,331,331,,Cultural Centenario,Compras / Cultura y Recreacion,no disponible,20.6794785,-103.3547946,Jalisco,Guadalajara,POINT (-103.3547946 20.6794785),OIM Directorio Virtual Servicios,Pacifico
332,332,332,,DIF Estatal Jalisco,"Mujer, Niñez y Juventud","Fray Antonio Alcalde 1220, Col. Miraflores, C.P. 44270 Guadalajara, Jal.",20.6961634,-103.3477189,Jalisco,Guadalajara,POINT (-103.3477189 20.6961634),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
333,333,333,,Departamento de Clínicas Odontológicas Integrales,Salud,no disponible,20.6851422,-103.3328761,Jalisco,Guadalajara,POINT (-103.3328761 20.6851422),OIM Directorio Virtual Servicios,Pacifico
334,334,334,FM4 Paso Libre,"Dignidad y Justicia en el Camino, A.C.",Albergue y Alimentacion,Calderón de la Barca 468-A Col. Arcos Vallarta C.P. 44130,20.6674433,-103.3791611,Jalisco,Guadalajara,POINT (-103.3791611 20.6674433),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
335,335,335,,Ex Convento Del Carmen,Compras / Cultura y Recreacion,no disponible,20.6752641,-103.3532585,Jalisco,Guadalajara,POINT (-103.3532585 20.6752641),OIM Directorio Virtual Servicios,Pacifico
336,336,336,,FM4 Paso Libre (Dignidad y Justicia en el camino A.C.),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.6674427,-103.379149,Jalisco,Guadalajara,POINT (-103.379149 20.6674427),OIM Directorio Virtual Servicios,Pacifico
337,337,337,,Fiscalía General Del Estado de Jalisco,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.6829761,-103.3588984,Jalisco,Guadalajara,POINT (-103.3588984 20.6829761),OIM Directorio Virtual Servicios,Pacifico
338,338,338,,Hospital Civil Viejo Fray Antonio Alcalde,Salud,no disponible,20.6880786,-103.3435825,Jalisco,Guadalajara,POINT (-103.3435825 20.6880786),OIM Directorio Virtual Servicios,Pacifico
339,339,339,,Hospital Materno Infantil Esperanza López Mateos,Salud,no disponible,20.6624776,-103.351225,Jalisco,Guadalajara,POINT (-103.351225 20.6624776),OIM Directorio Virtual Servicios,Pacifico
340,340,340,,IMSS Centro Medico de Occidente,Salud,no disponible,20.686779,-103.3262263,Jalisco,Guadalajara,POINT (-103.3262263 20.686779),OIM Directorio Virtual Servicios,Pacifico
341,341,341,,Instituto Cultural Cabañas,Compras / Cultura y Recreacion,no disponible,20.6769024,-103.3373288,Jalisco,Guadalajara,POINT (-103.3373288 20.6769024),OIM Directorio Virtual Servicios,Pacifico
342,342,342,,Instituto Jalisciense de Ciencias Forenses / Palacio Federal Guadalajara,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.6849983,-103.3473382,Jalisco,Guadalajara,POINT (-103.3473382 20.6849983),OIM Directorio Virtual Servicios,Pacifico
343,343,343,,Instituto Jalisciense de las Mujeres,"Mujer, Niñez y Juventud","Calle Miguel Blanco, Núm. Ext. 883, Núm. Int. 2do. Piso, Col. Centro, C.P. 44100, Guadalajara, Jalisco.",20.6717522,-103.3477245,Jalisco,Guadalajara,POINT (-103.3477245 20.6717522),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
344,344,344,,Instituto Jalisciense para los Migrantes,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.6738705,-103.3558104,Jalisco,Guadalajara,POINT (-103.3558104 20.6738705),OIM Directorio Virtual Servicios,Pacifico
345,345,345,,Instituto Municipal de las Mujeres en Guadalajara,"Mujer, Niñez y Juventud",no disponible,20.6990934,-103.3222778,Jalisco,Guadalajara,POINT (-103.3222778 20.6990934),OIM Directorio Virtual Servicios,Pacifico
346,346,346,,Instituto Nacional para la Educación de los Adultos (INEA),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.6756472,-103.3634016,Jalisco,Guadalajara,POINT (-103.3634016 20.6756472),OIM Directorio Virtual Servicios,Pacifico
347,347,347,,"Mercado ""General Ramón Corona""",Compras / Cultura y Recreacion,no disponible,20.6777507,-103.3494036,Jalisco,Guadalajara,POINT (-103.3494036 20.6777507),OIM Directorio Virtual Servicios,Pacifico
348,348,348,,Mercado Libertad - San Juan de Dios,Compras / Cultura y Recreacion,no disponible,20.6755343,-103.3398497,Jalisco,Guadalajara,POINT (-103.3398497 20.6755343),OIM Directorio Virtual Servicios,Pacifico
349,349,349,,Plaza Tapatía,Compras / Cultura y Recreacion,no disponible,20.6767004,-103.3409704,Jalisco,Guadalajara,POINT (-103.3409704 20.6767004),OIM Directorio Virtual Servicios,Pacifico
350,350,350,,Plaza de Armas,Compras / Cultura y Recreacion,no disponible,20.6761719,-103.3469788,Jalisco,Guadalajara,POINT (-103.3469788 20.6761719),OIM Directorio Virtual Servicios,Pacifico
351,351,351,,Plaza de la Liberación,Compras / Cultura y Recreacion,no disponible,20.677015,-103.3457694,Jalisco,Guadalajara,POINT (-103.3457694 20.677015),OIM Directorio Virtual Servicios,Pacifico
352,352,352,,Preparatoria Abierta SEP-Colegio de Bachilleres del Estado de Jalisco (COBAEJ),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.675228,-103.368023,Jalisco,Guadalajara,POINT (-103.368023 20.675228),OIM Directorio Virtual Servicios,Pacifico
353,353,353,,Rotonda de los Jaliscienses Ilustres,Compras / Cultura y Recreacion,no disponible,20.6777516,-103.3472206,Jalisco,Guadalajara,POINT (-103.3472206 20.6777516),OIM Directorio Virtual Servicios,Pacifico
354,354,354,,Secretaría de Educación Pública (Jalisco),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.6705969,-103.3836173,Jalisco,Guadalajara,POINT (-103.3836173 20.6705969),OIM Directorio Virtual Servicios,Pacifico
355,355,355,,Secretaría de Movilidad,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.7056247,-103.3461804,Jalisco,Guadalajara,POINT (-103.3461804 20.7056247),OIM Directorio Virtual Servicios,Pacifico
356,356,356,,Seguro Popular,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.6781657,-103.3690631,Jalisco,Guadalajara,POINT (-103.3690631 20.6781657),OIM Directorio Virtual Servicios,Pacifico
357,357,357,,Servicio Nacional de Empleo Jalisco,Institucion publica / Educacion y Empleo,"Paseo Degollado No. 54, Plaza Tapatía, Col. Centro, Guadalajara, Jalisco, C.P. 44100",20.6773343,-103.3414626,Jalisco,Guadalajara,POINT (-103.3414626 20.6773343),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
358,358,358,,Sistema DIF Jalisco,"Mujer, Niñez y Juventud",no disponible,20.6562594,-103.3306026,Jalisco,Guadalajara,POINT (-103.3306026 20.6562594),OIM Directorio Virtual Servicios,Pacifico
359,359,359,,Teatro Degollado,Compras / Cultura y Recreacion,no disponible,20.6770647,-103.3444316,Jalisco,Guadalajara,POINT (-103.3444316 20.6770647),OIM Directorio Virtual Servicios,Pacifico
360,360,360,,Tianguis El Baratillo,Compras / Cultura y Recreacion,no disponible,20.6835529,-103.3192294,Jalisco,Guadalajara,POINT (-103.3192294 20.6835529),OIM Directorio Virtual Servicios,Pacifico
361,361,361,,Unidad Regional Tlaquepaque,Institucion publica / Educacion y Empleo,"Blvd. Marcelino García Barragán No. 285, Oficinas 15 y 18, Unidad Administrativa Pila Seca, Col. Centro, Tlaquepaque, Jalisco C.P. 45500",20.6414654,-103.3157306,Jalisco,Guadalajara,POINT (-103.3157306 20.6414654),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
362,362,362,,Zoológico Guadalajara,Compras / Cultura y Recreacion,no disponible,20.7288303,-103.3069716,Jalisco,Guadalajara,POINT (-103.3069716 20.7288303),OIM Directorio Virtual Servicios,Pacifico
363,363,363,,Casa Nicolás,Albergue y Alimentacion,no disponible,25.6642132,-100.2144739,Nuevo Leon,Guadalupe,POINT (-100.2144739 25.6642132),OIM Directorio Virtual Servicios,Golfo
364,364,364,,Centro Comunitario Las Sabinas,Compras / Cultura y Recreacion,no disponible,25.6895023,-100.1935054,Nuevo Leon,Guadalupe,POINT (-100.1935054 25.6895023),OIM Directorio Virtual Servicios,Golfo
365,365,365,,Centro Comunitario Unidad Piloto,Compras / Cultura y Recreacion,no disponible,25.6441056,-100.2153987,Nuevo Leon,Guadalupe,POINT (-100.2153987 25.6441056),OIM Directorio Virtual Servicios,Golfo
366,366,366,,Centro Comunitario Valle Soleado,Compras / Cultura y Recreacion,no disponible,25.7041128,-100.1696035,Nuevo Leon,Guadalupe,POINT (-100.1696035 25.7041128),OIM Directorio Virtual Servicios,Golfo
367,367,367,,Centro de Atención Primaria de Adicciones y Salud Mental,Salud,no disponible,25.6750302,-100.2320852,Nuevo Leon,Guadalupe,POINT (-100.2320852 25.6750302),OIM Directorio Virtual Servicios,Golfo
368,368,368,,"Centro de Orientación y Denuncia (CODE)
","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,25.6952061,-100.2235926,Nuevo Leon,Guadalupe,POINT (-100.2235926 25.6952061),OIM Directorio Virtual Servicios,Golfo
369,369,369,,"Comedor Padre Roberto Infante
",Albergue y Alimentacion,no disponible,25.6993081,-100.1875071,Nuevo Leon,Guadalupe,POINT (-100.1875071 25.6993081),OIM Directorio Virtual Servicios,Golfo
370,370,370,,Hospital Regional de Alta Especialidad Materno Infantil,Salud,no disponible,25.694406,-100.2233881,Nuevo Leon,Guadalupe,POINT (-100.2233881 25.694406),OIM Directorio Virtual Servicios,Golfo
371,371,371,,"Procuraduría de Protección de Niñas, Niños y Adolescentes del Estado
","Mujer, Niñez y Juventud",no disponible,25.6695949,-100.2522502,Nuevo Leon,Guadalupe,POINT (-100.2522502 25.6695949),OIM Directorio Virtual Servicios,Golfo
372,372,372,,Puerta Violeta Guadalupe,"Mujer, Niñez y Juventud",no disponible,25.6657311,-100.1914857,Nuevo Leon,Guadalupe,POINT (-100.1914857 25.6657311),OIM Directorio Virtual Servicios,Golfo
373,373,373,Centro de Apostolado,San Nicolás Tolentino,Albergue y Alimentacion,"Emiliano Zapata 4417, Col. Guadalupe Victoria C.P. 67180",25.66431955189352,-100.2140554795585,Nuevo Leon,Guadalupe,POINT (-100.2140554795585 25.66431955189352),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Golfo
374,374,374,,Servicio Nacional de Empleo en Guadalupe,Institucion publica / Educacion y Empleo,no disponible,25.6740684,-100.232341,Nuevo Leon,Guadalupe,POINT (-100.232341 25.6740684),OIM Directorio Virtual Servicios,Golfo
375,375,375,,Unidad Regional 3 SEP,Institucion publica / Educacion y Empleo,no disponible,25.6879085,-100.2403371,Nuevo Leon,Guadalupe,POINT (-100.2403371 25.6879085),OIM Directorio Virtual Servicios,Golfo
376,376,376,,Unidad Regional Guadalupe,Institucion publica / Educacion y Empleo,"Av. Lázaro Cárdenas No. 500, Col. Vivienda Popular, Guadalupe, Nuevo León, C.P. 67170.",25.6736258,-100.232267,Nuevo Leon,Guadalupe,POINT (-100.232267 25.6736258),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Golfo
377,377,377,,DIF Estatal Guanajuato,"Mujer, Niñez y Juventud","Paseo de la Presa 89A, Col. Centro, C.P.36000, Guanajuato, Gto.",21.0041425,-101.2451756,Guanajuato,Guanajuato,POINT (-101.2451756 21.0041425),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
378,378,378,,Dirección General de Empleo Guanajuato,Institucion publica / Educacion y Empleo,"Galarza No. 88, 2º. Piso, Col. Centro, Guanajuato, Guanajuato, C.P. 36000.",21.0188116,-101.2570738,Guanajuato,Guanajuato,POINT (-101.2570738 21.0188116),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
379,379,379,,Unidad Regional Guanajuato,Institucion publica / Educacion y Empleo,"Galarza No. 88, Planta Baja, Col. Centro, Guanajuato, Guanajuato, C.P. 36000.",21.0188116,-101.2570738,Guanajuato,Guanajuato,POINT (-101.2570738 21.0188116),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
380,380,380,,Casa Hogar Nuestra Señora del Rosario,"Mujer, Niñez y Juventud","Silvia Miriam Chávez 687, Col. Unión de los Colonos, Guasave, Sinaloa.",25.5612425,-108.4857515,Sinaloa,Guasave,POINT (-108.4857515 25.5612425),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
381,381,381,,Unidad Regional Guasave,Institucion publica / Educacion y Empleo,"Calle Leyva No. 85 entre Carrasco y Zaragoza, Col. Centro, Guasave, Sinaloa, C.P. 81000.",25.5599191,-108.4605374,Sinaloa,Guasave,POINT (-108.4605374 25.5599191),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
382,382,382,Albergue de la Esperanza,"Pueblo Sin Fronteras, A.C",Albergue y Alimentacion,"Calle Hermenegildo Galeana Lt. 7, entre Guaymas y Empalme, Col. Burocrata C.P.8570",27.9110633,-110.9090678,Sonora,Guaymas,POINT (-110.9090678 27.9110633),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
383,383,383,,Agencias del Ministerio Público Especializada en Delitos Sexuales,"Mujer, Niñez y Juventud",no disponible,19.4843399,-99.1465851,D.F.,Gustavo A. Madero,POINT (-99.1465851 19.4843399),OIM Directorio Virtual Servicios,
384,384,384,"Casa de Acogida, Formación y Empoderamiento de la Mujer",Internacional y Nacional,Albergue y Alimentacion,"Constantino 251, Col. Vallejo, Del. Gustavo A. Madero C.P. 07870",19.4637665,-99.130106,D.F.,Gustavo A. Madero,POINT (-99.130106 19.4637665),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,
