Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2021,FYTD,OCT,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,5
2021,FYTD,OCT,Office of Field Operations,UC / Single Minors,Honduras,Title 42,Expulsions,1
2021,FYTD,OCT,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,3
2021,FYTD,OCT,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,46
2021,FYTD,OCT,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,60
2021,FYTD,OCT,Office of Field Operations,UC / Single Minors,Other,Title 42,Expulsions,2
2021,FYTD,OCT,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,514
2021,FYTD,OCT,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,14
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,790
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,18
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,1110
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,19
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1150
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,15
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,657
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,347
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,2012
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,112
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,7056
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,288
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,5225
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,211
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,38362
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2245
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,2981
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1219
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,116
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,217
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,453
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,620
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,221
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,544
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,2326
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,39
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Other,Title 42,Expulsions,18
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,133
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,2
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,5
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,6
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,72
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,35
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,7
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,89
2021,FYTD,APR,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,159
2021,FYTD,APR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,318
2021,FYTD,APR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,825
2021,FYTD,APR,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,406
2021,FYTD,APR,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,39
2021,FYTD,APR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,65
2021,FYTD,APR,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,52
2021,FYTD,APR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,28
2021,FYTD,APR,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,40
2021,FYTD,APR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,73
2021,FYTD,APR,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1460
2021,FYTD,APR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,936
2021,FYTD,APR,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,68
2021,FYTD,APR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,237
2021,FYTD,APR,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,4
2021,FYTD,APR,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,25
2021,FYTD,APR,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,27
2021,FYTD,APR,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,99
2021,FYTD,APR,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,12
2021,FYTD,APR,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,1979
2021,FYTD,APR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2324
2021,FYTD,APR,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,4773
2021,FYTD,APR,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,3588
2021,FYTD,APR,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,8920
2021,FYTD,APR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,10526
2021,FYTD,APR,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1467
2021,FYTD,APR,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,266
2021,FYTD,APR,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,791
2021,FYTD,APR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,13663
2021,FYTD,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,4270
2021,FYTD,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,180
2021,FYTD,APR,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,14415
2021,FYTD,APR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,405
2021,FYTD,APR,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,12535
2021,FYTD,APR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,575
2021,FYTD,APR,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,56199
2021,FYTD,APR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,1972
2021,FYTD,APR,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,5489
2021,FYTD,APR,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,12462
2021,FYTD,APR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,1
2021,FYTD,APR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,2089
2021,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,6601
2021,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,5182
2021,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2266
2021,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,761
2021,FYTD,AUG,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2021,FYTD,AUG,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,4
2021,FYTD,AUG,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,3
2021,FYTD,AUG,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,7
2021,FYTD,AUG,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,4
2021,FYTD,AUG,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,253
2021,FYTD,AUG,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,136
2021,FYTD,AUG,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,13
2021,FYTD,AUG,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2021,FYTD,AUG,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,506
2021,FYTD,AUG,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,697
2021,FYTD,AUG,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1901
2021,FYTD,AUG,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,2918
2021,FYTD,AUG,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,710
2021,FYTD,AUG,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,11
2021,FYTD,AUG,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,190
2021,FYTD,AUG,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,24
2021,FYTD,AUG,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,150
2021,FYTD,AUG,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,21
2021,FYTD,AUG,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,629
2021,FYTD,AUG,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1900
2021,FYTD,AUG,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,1343
2021,FYTD,AUG,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,57
2021,FYTD,AUG,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,1532
2021,FYTD,AUG,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,10
2021,FYTD,AUG,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,14
2021,FYTD,AUG,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,31
2021,FYTD,AUG,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,238
2021,FYTD,AUG,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,21
2021,FYTD,AUG,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,1463
2021,FYTD,AUG,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,4579
2021,FYTD,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,7257
2021,FYTD,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,10057
2021,FYTD,AUG,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,5632
2021,FYTD,AUG,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,17996
2021,FYTD,AUG,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1580
2021,FYTD,AUG,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,304
2021,FYTD,AUG,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,1138
2021,FYTD,AUG,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,29893
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,3619
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,208
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,10252
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,396
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,9913
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,681
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,44159
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,1765
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,8102
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,19028
2021,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,2105
2021,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,1
2021,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,8253
2021,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,5310
2021,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,1
2021,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1800
2021,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,1022
2021,FYTD,DEC,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,2
2021,FYTD,DEC,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,3
2021,FYTD,DEC,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,3
2021,FYTD,DEC,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,1
2021,FYTD,DEC,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,53
2021,FYTD,DEC,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,22
2021,FYTD,DEC,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,3
2021,FYTD,DEC,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,5
2021,FYTD,DEC,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,2
2021,FYTD,DEC,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,11
2021,FYTD,DEC,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,80
2021,FYTD,DEC,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,60
2021,FYTD,DEC,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,22
2021,FYTD,DEC,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,9
2021,FYTD,DEC,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,34
2021,FYTD,DEC,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,10
2021,FYTD,DEC,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,38
2021,FYTD,DEC,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,6
2021,FYTD,DEC,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1505
2021,FYTD,DEC,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,717
2021,FYTD,DEC,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,82
2021,FYTD,DEC,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,72
2021,FYTD,DEC,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,1
2021,FYTD,DEC,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,11
2021,FYTD,DEC,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,3
2021,FYTD,DEC,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,2
2021,FYTD,DEC,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,91
2021,FYTD,DEC,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,5
2021,FYTD,DEC,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,426
2021,FYTD,DEC,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,19
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,736
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,18
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,1138
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,69
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,685
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,39
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,347
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,771
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,2974
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,108
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,9702
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,286
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,7889
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,257
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,32367
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2148
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,4331
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1979
2021,FYTD,DEC,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,355
2021,FYTD,DEC,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,1652
2021,FYTD,DEC,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,943
2021,FYTD,DEC,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1661
2021,FYTD,DEC,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,241
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,1
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,10
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,8
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,4
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,70
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,50
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,1
2021,FYTD,FEB,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,11
2021,FYTD,FEB,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,18
2021,FYTD,FEB,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,7
2021,FYTD,FEB,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,140
2021,FYTD,FEB,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,125
2021,FYTD,FEB,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,10
2021,FYTD,FEB,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,12
2021,FYTD,FEB,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,41
2021,FYTD,FEB,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,26
2021,FYTD,FEB,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,42
2021,FYTD,FEB,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,11
2021,FYTD,FEB,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1697
2021,FYTD,FEB,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,859
2021,FYTD,FEB,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,66
2021,FYTD,FEB,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,107
2021,FYTD,FEB,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,3
2021,FYTD,FEB,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,29
2021,FYTD,FEB,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,6
2021,FYTD,FEB,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,1
2021,FYTD,FEB,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,96
2021,FYTD,FEB,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,4
2021,FYTD,FEB,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,1023
2021,FYTD,FEB,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,815
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,2408
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,1385
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,4411
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,4674
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,947
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,233
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,689
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,2704
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,2839
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,118
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,11010
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,345
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,8135
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,326
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,36935
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,1457
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,3917
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,4009
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,767
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,1
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,3880
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,1
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2555
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,2
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1770
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,287
2021,FYTD,JAN,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,1
2021,FYTD,JAN,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,3
2021,FYTD,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,76
2021,FYTD,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,18
2021,FYTD,JAN,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,6
2021,FYTD,JAN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,1
2021,FYTD,JAN,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,4
2021,FYTD,JAN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,6
2021,FYTD,JAN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,7
2021,FYTD,JAN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,101
2021,FYTD,JAN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,112
2021,FYTD,JAN,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,28
2021,FYTD,JAN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,10
2021,FYTD,JAN,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,26
2021,FYTD,JAN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,14
2021,FYTD,JAN,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,43
2021,FYTD,JAN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,9
2021,FYTD,JAN,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1534
2021,FYTD,JAN,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,835
2021,FYTD,JAN,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,58
2021,FYTD,JAN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,74
2021,FYTD,JAN,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,5
2021,FYTD,JAN,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,8
2021,FYTD,JAN,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,8
2021,FYTD,JAN,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,107
2021,FYTD,JAN,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,4
2021,FYTD,JAN,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,380
2021,FYTD,JAN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,124
2021,FYTD,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,798
2021,FYTD,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,174
2021,FYTD,JAN,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,1467
2021,FYTD,JAN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,494
2021,FYTD,JAN,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,762
