,Unnamed: 0,name,descripcion,Latitude,Longitude,coordenadas,tipo,direccion,bd
914,914.0,Comedor Padre Roberto Infante,Centros de Atención Social,25.809442,-100.3639459,"25.809442, -100.3639459",OSC / ONG,,ACNUR servicios
936,936.0,Centro De Justicia Familiar COPAVIDE,Centros de Atención Social,25.8090152,-100.3638374,"25.8090152, -100.3638374",OSC / ONG,,ACNUR servicios
913,913.0,Comedor Padre Roberto Infante,Centros de Atención Social,25.808163,-100.6060747,"25.808163, -100.6060747",OSC / ONG,,ACNUR servicios
942,942.0,Bolsa de Empleo de Escobedo,Centros de Atención Social,25.8079244,-100.3226338,"25.8079244, -100.3226338",OSC / ONG,,ACNUR servicios
983,983.0,Centro Comunitario Fernando Amilpa,Centros de Atención Social,25.8060127,-100.270301,"25.8060127, -100.270301",OSC / ONG,,ACNUR servicios
982,982.0,Centro Comunitario Eulalio Villarreal,Centros de Atención Social,25.805286,-100.3704713,"25.805286, -100.3704713",OSC / ONG,,ACNUR servicios
971,971.0,Centro Comunitario Prados de Santa Rosa,Centros de Atención Social,25.7998199,-100.2258708,"25.7998199, -100.2258708",OSC / ONG,,ACNUR servicios
988,988.0,Centro Comunitario Ampliación Nogales,Centros de Atención Social,25.7989446,-100.6047516,"25.7989446, -100.6047516",OSC / ONG,,ACNUR servicios
956,956.0,Puerta Violeta Escobedo,Centros de Atención Social,25.7989161,-100.3172381,"25.7989161, -100.3172381",OSC / ONG,,ACNUR servicios
989,989.0,Centro Comunitario Las Palmas,Centros de Atención Social,25.7929356,-100.4258034,"25.7929356, -100.4258034",OSC / ONG,,ACNUR servicios
976,976.0,Centro Comunitario Adelaila Lafón,Centros de Atención Social,25.790745,-100.3775592,"25.790745, -100.3775592",OSC / ONG,,ACNUR servicios
990,990.0,Centro Comunitario Pesquería,Centros de Atención Social,25.7901541,-100.0465786,"25.7901541, -100.0465786",OSC / ONG,,ACNUR servicios
944,944.0,Bolsa de Empleo de García,Centros de Atención Social,25.7859549,-100.5786116,"25.7859549, -100.5786116",OSC / ONG,,ACNUR servicios
991,991.0,Centro Comunitario Valle de la Esperanza,Centros de Atención Social,25.7834605,-100.4015695,"25.7834605, -100.4015695",OSC / ONG,,ACNUR servicios
940,940.0,Bolsa de Trabajo en Apodaca,Centros de Atención Social,25.7811241,-100.1891052,"25.7811241, -100.1891052",OSC / ONG,,ACNUR servicios
934,934.0,Unidad Regional 13 SEP,Centros de Atención Social,25.7801954,-100.2876486,"25.7801954, -100.2876486",OSC / ONG,,ACNUR servicios
930,930.0,Unidad Regional 6 SEP,Centros de Atención Social,25.7789741,-100.1827222,"25.7789741, -100.1827222",OSC / ONG,,ACNUR servicios
974,974.0,Centro Comunitario La Alianza Sector Q,Centros de Atención Social,25.7767341,-100.4059793,"25.7767341, -100.4059793",OSC / ONG,,ACNUR servicios
973,973.0,Centro Comunitario La Alianza,Centros de Atención Social,25.7757693,-100.4151684,"25.7757693, -100.4151684",OSC / ONG,,ACNUR servicios
975,975.0,Centro Comunitario René Álvarez,Centros de Atención Social,25.765365,-100.3584783,"25.765365, -100.3584783",OSC / ONG,,ACNUR servicios
980,980.0,Centro Comunitario San Bernabé,Centros de Atención Social,25.7650323,-100.3699391,"25.7650323, -100.3699391",OSC / ONG,,ACNUR servicios
955,955.0,Puerta Violeta,Centros de Atención Social,25.7650323,-100.3699391,"25.7650323, -100.3699391",OSC / ONG,,ACNUR servicios
233,233.0," Paso de Esperanza, A.C ",Centros de Atención Social,25.75485375,-100.3195801,"25.754853746152282, -100.3195801262908",OSC / ONG,"Condominio Acero, Oficina 612, Zaragoza 1000-B esq. con Ocampo,Monterrey, Nuevo León",redes
927,927.0,Unidad Regional 2 SEP,Centros de Atención Social,25.743587,-100.2669151,"25.743587, -100.2669151",OSC / ONG,,ACNUR servicios
972,972.0,Centro Comunitario Santa Fe,Centros de Atención Social,25.7262723,-100.1736235,"25.7262723, -100.1736235",OSC / ONG,,ACNUR servicios
932,932.0,Unidad Regional 11 SEP,Centros de Atención Social,25.7235337,-100.3399647,"25.7235337, -100.3399647",OSC / ONG,,ACNUR servicios
802,802.0,"Albergue para migrantes ""El Buen Samaritano”",Centros de Atención Social,25.71952095,-100.3445759,"25.719520946100992, -100.34457592707496",OSC / ONG,"América 1557, Industrial, 64449 Monterrey, N.L.",ACNUR servicios
924,924.0,Secretaría de Educación de Nuevo León (Revalidaciones de estudios),Centros de Atención Social,25.7164826,-100.3570125,"25.7164826, -100.3570125",OSC / ONG,,ACNUR servicios
965,965.0,Hospital Metropolitano,Centros de Atención Social,25.7140788,-100.274372,"25.7140788, -100.274372",OSC / ONG,,ACNUR servicios
109,109.0, Albergue Ejército de Salvación ,Centros de Atención Social,25.7121685,-100.2985977,"25.7121685, -100.2985977",OSC / ONG,"Carvajal y de la Cueva 1716 Norte, Col, Primero de Mayo, 64580,Monterrey, Nuevo León",redes
970,970.0,Centro Comunitario Valle Soleado,Centros de Atención Social,25.7041128,-100.1696035,"25.7041128, -100.1696035",OSC / ONG,,ACNUR servicios
925,925.0,Departamento de Educación Migrante SENL,Centros de Atención Social,25.7038702,-100.3574864,"25.7038702, -100.3574864",OSC / ONG,,ACNUR servicios
235,235.0, Hospedaje para trabajadores inmigrantes ,Centros de Atención Social,25.70279759,-100.3246175,"25.702797591094708, -100.32461753399133",OSC / ONG,"Aldama # 937 entre Ocampo e Hidalgo Colonia Centro,Monterrey, Nuevo León",redes
110,110.0, Institución Normativa de los Indigentes (Casa INDI) ,Centros de Atención Social,25.6998424,-100.3259301,"25.6998424, -100.32593010005391",OSC / ONG,"Av Bernardo Reyes 2616 Bella Vista, 64400 Monterrey, N.L.,Monterrey, Nuevo León",redes
915,915.0,Comedor Padre Roberto Infante,Centros de Atención Social,25.6993081,-100.1875071,"25.6993081, -100.1875071",OSC / ONG,,ACNUR servicios
1329,1329.0,Casa INDI,Centros de Atencion Social,25.6986895,-100.3253661,"25.6986895, -100.3253661",OSC / ONG,"Av. Bernardo Reyes 2404, col. Bella Vista, Monterrey.",ACNUR albergues
911,911.0,Casa INDI,Centros de Atención Social,25.6986,-100.3255777,"25.6986, -100.3255777",OSC / ONG,,ACNUR servicios
953,953.0,Instituto Municipal de las Mujeres Regias,Centros de Atención Social,25.6971746,-100.3052975,"25.6971746, -100.3052975",OSC / ONG,,ACNUR servicios
937,937.0,Centro de Orientación y Denuncia (CODE),Centros de Atención Social,25.6952061,-100.2235926,"25.6952061, -100.2235926",OSC / ONG,,ACNUR servicios
111,111.0, Ayuda Humanitaria al Migrante Casa Monarca ,Centros de Atención Social,25.6944425,-100.4998078,"25.6944425, -100.49980776797868",OSC / ONG,"Priv. Nicolás Bravo 510, Col. Nueva Santa Catarina C.P. 66350,Santa Catarina, Nuevo León",redes
966,966.0,Hospital Regional de Alta Especialidad Materno Infantil,Centros de Atención Social,25.694406,-100.2233881,"25.694406, -100.2233881",OSC / ONG,,ACNUR servicios
405,405.0,Santa Martha,Centros de Asistencia Social,25.69118295,-100.320026,"25.691182949509283, -100.32002597512685",OSC / ONG,"Calle José Maria Bocanegra, esq. Amado Nervo, Col. Industrial C.P.64440",Directorio OIM
236,236.0, Casa del Forastero Santa Martha ,Centros de Atención Social,25.69107496,-100.3198497,"25.6910749644798, -100.3198496733966",OSC / ONG,"José María Bocanegra Pte. No. 801 esquina con Amado Nervo Col. Industrial (Parroquia Santa Maria Goretti),Monterrey, Nuevo León",redes
969,969.0,Centro Comunitario Las Sabinas,Centros de Atención Social,25.6895023,-100.1935054,"25.6895023, -100.1935054",OSC / ONG,,ACNUR servicios
928,928.0,Unidad Regional 3 SEP,Centros de Atención Social,25.6879085,-100.2403371,"25.6879085, -100.2403371",OSC / ONG,,ACNUR servicios
926,926.0,Unidad Regional 1 SEP,Centros de Atención Social,25.6802976,-100.3330376,"25.6802976, -100.3330376",OSC / ONG,,ACNUR servicios
922,922.0,ICET Oficinas Centrales,Centros de Atención Social,25.6798843,-100.2976622,"25.6798843, -100.2976622",OSC / ONG,,ACNUR servicios
954,954.0,Puerta Violeta Monterrey,Centros de Atención Social,25.6798662,-100.3087913,"25.6798662, -100.3087913",OSC / ONG,,ACNUR servicios
957,957.0,Alternativas Pacíficas,Centros de Atención Social,25.6797767,-100.308939,"25.6797767, -100.308939",OSC / ONG,,ACNUR servicios
960,960.0,Casa Monarca,Centros de Atención Social,25.6792034,-100.3616622,"25.6792034, -100.3616622",OSC / ONG,,ACNUR servicios
935,935.0,Comision Estatal De Derechos Humanos Nuevo León,Centros de Atención Social,25.6787772,-100.3176599,"25.6787772, -100.3176599",OSC / ONG,,ACNUR servicios
947,947.0,Instituto Estatal de la Juventud Nuevo León,Centros de Atención Social,25.6786643,-100.3038912,"25.6786643, -100.3038912",OSC / ONG,,ACNUR servicios
629,629.0,Consulado Honorario de Honduras en Monterrey,Oficina Consular,25.67841693,-100.3164116,"25.67841693111703, -100.3164115829918",GOB,"Calle Espinosa 405 Poniente, Piso 2, Col. Centro, C.P. 64000, Monterrey",Directorio OIM
404,404.0,Vislumbrando un Nuevo Horizonte,Centros de Asistencia Social,25.67805439,-100.3147766,"25.678054386700154, -100.31477658643794",OSC / ONG,"Av. 5 de Mayo 494, Col. Centro C.P.64000",Directorio OIM
112,112.0, Albergue y Comedor Público para Mujeres Migrantes Vislumbrando un Nuevo Horizonte ,Centros de Atención Social,25.6768957,-100.3393574,"25.6768957, -100.3393574",OSC / ONG,"Av. 5 de Mayo 494, Col. Centro C.P. 64000,Monterrey, Nuevo León",redes
923,923.0,Instituto Nacional para la Educación de los Adultos (INEA) Delegación Nuevo León,Centros de Atención Social,25.6759825,-100.3024673,"25.6759825, -100.3024673",OSC / ONG,,ACNUR servicios
941,941.0,Servicio Nacional de Empleo Estatal,Centros de Atención Social,25.6759309,-100.2917848,"25.6759309, -100.2917848",OSC / ONG,,ACNUR servicios
234,234.0, Hogar de las Bienaventuranzas A.C. ,Centros de Atención Social,25.67542125,-100.293736,"25.675421250517655, -100.29373596174912",OSC / ONG,"Emilio Carranza 301 Norte Esquina con Alvino Espinoza, Col. Centro,Monterrey, Nuevo León",redes
963,963.0,Centro de Atención Primaria de Adicciones y Salud Mental,Centros de Atención Social,25.6750302,-100.2320852,"25.6750302, -100.2320852",OSC / ONG,,ACNUR servicios
634,634.0,Consulado Honorario de Nicaragua en Monterrey,Oficina Consular,25.6743042,-100.3391658,"25.6743042, -100.33916576450875",GOB,"Matamoros 408A Ote, Zona Centro, C.P. 64000, Monterrey",Directorio OIM
938,938.0,Servicio Nacional de Empleo en Guadalupe,Centros de Atención Social,25.6740684,-100.232341,"25.6740684, -100.232341",OSC / ONG,,ACNUR servicios
916,916.0,Casa Monarca,Centros de Atención Social,25.6740353,-100.4608412,"25.6740353, -100.4608412",OSC / ONG,,ACNUR servicios
917,917.0,Consulado de Colombia ,Centros de Atención Social,25.6739047,-100.4406962,"25.6739047, -100.4406962",OSC / ONG,,ACNUR servicios
992,992.0,LABNL Lab Cultural Ciudadano,Centros de Atención Social,25.67386736,-100.3090869,"25.67386736120565, -100.30908694563699",OSC / ONG,,ACNUR servicios
1386,1386.0,Instituto Estatal de las Mujeres,Mujeres,25.673329656110600,-100.31052250438700,"25.673329656110607, -100.31052250438748",OSC / ONG,"5 de Mayo 525, Centro, 64000 Monterrey, N.L.",Directorio OIM
1411,,Instituto Estatal de las Mujeres,Mujeres,25.673329656110600,-100.31052250438700,"25.673329656110607, -100.31052250438748",OSC / ONG,"5 de Mayo 525, Centro, 64000 Monterrey, N.L.",Directorio OIM
959,959.0,Instituto Estatal de las Mujeres,Centros de Atención Social,25.6731669,-100.3105169,"25.6731669, -100.3105169",OSC / ONG,,ACNUR servicios
1356,1356.0,DIF Estatal Nuevo León,DIF,25.671604,-100.3549688,"25.671604, -100.3549688",GOB,"Dr. Ignacio Morones Prieto 600, Col. Independencia, C.P.64720, Monterrey, N.L.",Directorio OIM
961,961.0,ACNUR - Agencia de la ONU para los Refugiados,Centros de Atención Social,25.670937,-100.3110976,"25.670937, -100.3110976",OSC / ONG,,ACNUR servicios
950,950.0,"Procuraduría de Protección de Niñas, Niños y Adolescentes del Estado",Centros de Atención Social,25.6695949,-100.2522502,"25.6695949, -100.2522502",OSC / ONG,,ACNUR servicios
406,406.0,Casa Monarca,Centros de Asistencia Social,25.6694898,-100.4617456,"25.6694898, -100.4617456",OSC / ONG,"Priv. Nicolás Bravo 510, Col. Nueva Santa Catarina, C.P. 66350",Directorio OIM
921,921.0,Consulado de Nicaragua,Centros de Atención Social,25.6690134,-100.3125011,"25.6690134, -100.3125011",OSC / ONG,,ACNUR servicios
939,939.0,Bolsa de Empleo Municipal en Monterrey,Centros de Atención Social,25.66889,-100.3221423,"25.66889, -100.3221423",OSC / ONG,,ACNUR servicios
951,951.0,Puerta Violeta Guadalupe,Centros de Atención Social,25.6657311,-100.1914857,"25.6657311, -100.1914857",OSC / ONG,,ACNUR servicios
949,949.0,"SIPINNA (Sistema Nacional de Protección de Niñas, Niños y Adolescentes)",Centros de Atención Social,25.6654179,-100.3395478,"25.6654179, -100.3395478",OSC / ONG,,ACNUR servicios
958,958.0,Puerta Violeta San Pedro Garza García,Centros de Atención Social,25.665369,-100.4179382,"25.665369, -100.4179382",OSC / ONG,,ACNUR servicios
624,624.0,Consulado Honorario de Guatemala en Monterrey,Oficina Consular,25.66456021,-100.3119879,"25.66456021484051, -100.31198787447254",GOB,"Ignacio Zaragoza 1300, Edificio Kalos piso A2, despacho 245 y 255, Centro de Monterrey, C.P. 64000, Monterrey",Directorio OIM
919,919.0,Consulado de Ecuador ,Centros de Atención Social,25.6644942,-100.3115411,"25.6644942, -100.3115411",OSC / ONG,,ACNUR servicios
237,237.0, Casa de Migrantes Casa Nicolás Tolentino ,Centros de Atención Social,25.66444527,-100.2144739,"25.66444526706596, -100.21447390407916",OSC / ONG,"Emiliano Zapata 4417 esq. con Serafín Peña. Col. Guadalupe Victoria C.P. 67180,Ciudad Guadalupe, Nuevo León",redes
920,920.0,Consulado de Guatemala,Centros de Atención Social,25.6643765,-100.3119986,"25.6643765, -100.3119986",OSC / ONG,,ACNUR servicios
912,912.0,Casa Nicolás,Centros de Atención Social,25.6642132,-100.2144739,"25.6642132, -100.2144739",OSC / ONG,,ACNUR servicios
403,403.0,San Nicolás Tolentino,Centros de Asistencia Social,25.6642097,-100.2144255,"25.6642097, -100.2144255",OSC / ONG,"Emiliano Zapata 4417, Col. Guadalupe Victoria C.P. 67180",Directorio OIM
1328,1328.0,Casa Nicolás,Centros de Atencion Social,25.6642097,-100.2144255,"25.6642097, -100.2144255",OSC / ONG,"Emiliano Zapata 4417, col. Guadalupe Victoria, Guadalupe.",ACNUR albergues
964,964.0,Centro de Especialidades Dentales,Centros de Atención Social,25.6610255,-100.3083612,"25.6610255, -100.3083612",OSC / ONG,,ACNUR servicios
918,918.0,Consulado de El Salvador,Centros de Atención Social,25.6551671,-100.3409003,"25.6551671, -100.3409003",OSC / ONG,,ACNUR servicios
933,933.0,Unidad Regional 12 SEP,Centros de Atención Social,25.6544376,-100.3078481,"25.6544376, -100.3078481",OSC / ONG,,ACNUR servicios
929,929.0,Unidad Regional 4 SEP,Centros de Atención Social,25.6543134,-100.3825333,"25.6543134, -100.3825333",OSC / ONG,,ACNUR servicios
616,616.0,Consulado de El Salvador en Monterrey,Oficina Consular,25.6527611,-100.3437518,"25.6527611, -100.3437518",GOB,"Calle Montes Carpatos No. 320, Residencial San Agustín, C.P. 66260, San Pedro GarzaGarcía, Monterrey",Directorio OIM
979,979.0,Centro Comunitario Bicentenario de la Independencia,Centros de Atención Social,25.6514787,-100.3144455,"25.6514787, -100.3144455",OSC / ONG,,ACNUR servicios
545,545.0,Dirección General de Delitos de Alto Impacto Cometidos en Agravio de Migrantes,FISCALÍAS ESPECIALIZADAS PARA PERSONAS MIGRANTES,25.6475636,-102.1116751,"25.6475636, -102.1116751",GOB,"Carretera a Torreón Km 2.5, C.P. 25129 Saltillo, Coahuila",Directorio OIM
943,943.0,Bolsa de Empleo de Juárez,Centros de Atención Social,25.6462183,-100.0909289,"25.6462183, -100.0909289",OSC / ONG,,ACNUR servicios
968,968.0,Centro Comunitario Unidad Piloto,Centros de Atención Social,25.6441056,-100.2153987,"25.6441056, -100.2153987",OSC / ONG,,ACNUR servicios
984,984.0,Centro Comunitario Los Encinos,Centros de Atención Social,25.6437424,-100.117581,"25.6437424, -100.117581",OSC / ONG,,ACNUR servicios
967,967.0,Centro Comunitario Tierra Propia,Centros de Atención Social,25.6415598,-100.1897837,"25.6415598, -100.1897837",OSC / ONG,,ACNUR servicios
113,113.0, HIAS Monterrey ,Centros de Atención Social,25.6373305,-100.308514,"25.6373305, -100.308514",OSC / ONG,"Eglantina 1709, Jardín de Las Torres, 64754 Monterrey, N.L.,Monterrey, Nuevo León",redes
598,598.0,INSTITUTO NACIONAL DE MIGRACIÓN - Nuevo León,INM,25.6360905,-100.3094942,"25.6360905, -100.3094942",GOB,"Av. Lázaro Cárdenas No. 1817 Fracc. Jardín de las Torres 1er. Sector C.P. 64754, Monterrey, N.L.",Directorio OIM
946,946.0,Instituto Nacional de Migración,Centros de Atención Social,25.6360119,-100.3080792,"25.6360119, -100.3080792",OSC / ONG,,ACNUR servicios
945,945.0,COMAR - Comisión Mexicana de Ayuda a Refugiados,Centros de Atención Social,25.6359717,-100.3081255,"25.6359717, -100.3081255",OSC / ONG,,ACNUR servicios
985,985.0,centro comunitario Hector Caballero,Centros de Atención Social,25.6348761,-100.1295307,"25.6348761, -100.1295307",OSC / ONG,,ACNUR servicios
977,977.0,Centro Comunitario Revolución Proletaria,Centros de Atención Social,25.6335501,-100.2888554,"25.6335501, -100.2888554",OSC / ONG,,ACNUR servicios
986,986.0,Centro Comunitario Arboledas De Los Naranjos,Centros de Atención Social,25.6285945,-100.1677079,"25.6285945, -100.1677079",OSC / ONG,,ACNUR servicios
978,978.0,Centro Comunitario Sierra Ventana,Centros de Atención Social,25.6280602,-100.2882067,"25.6280602, -100.2882067",OSC / ONG,,ACNUR servicios
4,4.0,"COMAR - Monterrey, Nuevo León",COMAR,25.6279252,-100.2874391,"25.6279252, -100.2874391",GOB,"Calle 21 de Marzo #2330, Sierra Ventana (Fomerrey), C.P. 64790",COMAR
962,962.0,Centro Estatal de Rehabilitacion y Educacion Especial,Centros de Atención Social,25.6237777,-100.2883825,"25.6237777, -100.2883825",OSC / ONG,,ACNUR servicios
987,987.0,Centro Comunitario Monte Kristal,Centros de Atención Social,25.6189072,-100.14598,"25.6189072, -100.14598",OSC / ONG,,ACNUR servicios
948,948.0,Instituto de la Juventud y el Deporte de Juarez Nuevo León,Centros de Atención Social,25.6163717,-100.154479,"25.6163717, -100.154479",OSC / ONG,,ACNUR servicios
931,931.0,Unidad Regional 8 SEP,Centros de Atención Social,25.5852643,-100.0003231,"25.5852643, -100.0003231",OSC / ONG,,ACNUR servicios
529,529.0,Casa Hogar Nuestra Señora del Rosario,Centro de Asistencia Social,25.56820559,-108.4672064,"25.56820558705186, -108.46720644681956",OSC / ONG,"Silvia Miriam Chávez 687, Col. Unión de los Colonos, Guasave, Sinaloa.",Directorio OIM
27,27.0,Oficina de la Comisión Nacional de Derechos Humanos,CNDH,25.5538334,-103.4543634,"25.5538334, -103.4543634",OSC / ONG,"Eulogio Ortiz 32, Col. Ampliación Los Ángeles. Torreón, Coahuila. C.P 27140",Directorio OIM
114,114.0, Bienestar Familiar Lagunero A.C. ,Centros de Atención Social,25.5323748,-103.430479,"25.5323748, -103.430479",OSC / ONG,"Calle Popocatepetl 510 Fracc. Carolinas CP 27040,Torreón, Coahuila",redes
389,389.0,Jesús Torres,Centros de Asistencia Social,25.49892435,-103.3996363,"25.498924350373198, -103.39963634617126",OSC / ONG,"Yucatán 171, Col. Las Julietas C.P. 27296",Directorio OIM
1119,1119.0,Biblioparque Norte Saltillo,Centros de Atención Social,25.4836089,-100.9844169,"25.4836089, -100.9844169",OSC / ONG,,ACNUR servicios
1095,1095.0,Banco de Alimentos,Centros de Atención Social,25.4758533,-100.9922903,"25.4758533, -100.9922903",OSC / ONG,,ACNUR servicios
1130,1130.0,Centro Estatal De Salud Mental,Centros de Atención Social,25.468662,-100.991853,"25.468662, -100.991853",OSC / ONG,,ACNUR servicios
1105,1105.0,INFONAVIT,Centros de Atención Social,25.4680929,-100.9807132,"25.4680929, -100.9807132",OSC / ONG,,ACNUR servicios
1116,1116.0,Hospital del Niño Dr. Federico Gómez Santos,Centros de Atención Social,25.4609669,-100.9793482,"25.4609669, -100.9793482",OSC / ONG,,ACNUR servicios
1111,1111.0,Subsecretaría de Comunicaciones y Transportes,Centros de Atención Social,25.4572288,-100.8969277,"25.4572288, -100.8969277",OSC / ONG,,ACNUR servicios
6,6.0,"COMAR - Saltillo, Coahuila",COMAR,25.45698787,-100.8976652,"25.45698786687332, -100.89766521126678",GOB,"Libramiento Oscar Flores Tapia S/N, km 1.5, Av. Loma Alta, Arteaga, Coahuila. C.P. 25350 Bodega N",COMAR
1102,1102.0,Subsecretaría de Protección Civil,Centros de Atención Social,25.4566779,-100.8979227,"25.4566779, -100.8979227",OSC / ONG,,ACNUR servicios
1092,1092.0,ACNUR -  Agencia de la ONU para los Refugiados,Centros de Atención Social,25.4565725,-100.9825107,"25.4565725, -100.9825107",OSC / ONG,,ACNUR servicios
1115,1115.0,Centro de Justicia y Empoderamiento para la Mujer,Centros de Atención Social,25.4564291,-101.0205461,"25.4564291, -101.0205461",OSC / ONG,,ACNUR servicios
1117,1117.0,"Procuraduría para Niños, Niñas y la Familia",Centros de Atención Social,25.4562444,-101.0222893,"25.4562444, -101.0222893",OSC / ONG,,ACNUR servicios
1101,1101.0,Dirección General de Delitos de Alto Impacto y Cometidos en Agravio de Migrantes,Centros de Atención Social,25.4560592,-101.0223257,"25.4560592, -101.0223257",OSC / ONG,,ACNUR servicios
1110,1110.0,Subdelegación IMSS,Centros de Atención Social,25.4545648,-100.9886749,"25.4545648, -100.9886749",OSC / ONG,,ACNUR servicios
1135,1135.0,IMSS Hospital General de Zona 2 Saltillo,Centros de Atención Social,25.4540296,-100.9868398,"25.4540296, -100.9868398",OSC / ONG,,ACNUR servicios
1132,1132.0,Uneme Capasits Saltillo,Centros de Atención Social,25.4539848,-101.0222577,"25.4539848, -101.0222577",OSC / ONG,,ACNUR servicios
1131,1131.0,Centro de Salud Satélite,Centros de Atención Social,25.4534405,-101.0247113,"25.4534405, -101.0247113",OSC / ONG,,ACNUR servicios
1100,1100.0,Instituto Estatal de Defensoría Pública de Coahuila (IFDP),Centros de Atención Social,25.4491721,-100.9983899,"25.4491721, -100.9983899",OSC / ONG,,ACNUR servicios
1108,1108.0,Servicio de Administración Tributaria (SAT),Centros de Atención Social,25.4477519,-100.98953,"25.4477519, -100.98953",OSC / ONG,,ACNUR servicios
587,587.0,INSTITUTO NACIONAL DE MIGRACIÓN - Coahuila,INM,25.43573489,-100.9931425,"25.435734888597462, -100.99314251160746",GOB,"Colima #213 Esq. Torreón Col. República Ote. C.P. 25280 Saltillo, Coah.",Directorio OIM
1136,1136.0,Unidad de Medicina Familiar CLÍNICA IMSS 70,Centros de Atención Social,25.4356479,-101.0058979,"25.4356479, -101.0058979",OSC / ONG,,ACNUR servicios
1106,1106.0,Instituto Nacional de Migración,Centros de Atención Social,25.4355944,-100.993167,"25.4355944, -100.993167",OSC / ONG,,ACNUR servicios
1126,1126.0,Teatro de la Ciudad Fernando Soler,Centros de Atención Social,25.4336936,-101.0000038,"25.4336936, -101.0000038",OSC / ONG,,ACNUR servicios
1097,1097.0,IEEA Instituto Estatal de Educación para Adultos,Centros de Atención Social,25.4334186,-100.9944866,"25.4334186, -100.9944866",OSC / ONG,,ACNUR servicios
1320,1320.0,Refugio de los necesitados A.C.,Centros de Atencion Social,25.430834,-101.0063541,"25.430834, -101.0063541",OSC / ONG,"Muzquiz 472 poniente, col centro, c.p. 25000 Saltillo.",ACNUR albergues
1107,1107.0,Registro Civil,Centros de Atención Social,25.4290661,-101.0021999,"25.4290661, -101.0021999",OSC / ONG,,ACNUR servicios
1129,1129.0,Centro de Salud Madero,Centros de Atención Social,25.427939,-101.0147551,"25.427939, -101.0147551",OSC / ONG,,ACNUR servicios
1096,1096.0,SEDU Secretaría de Educación,Centros de Atención Social,25.42787,-100.9793289,"25.42787, -100.9793289",OSC / ONG,,ACNUR servicios
1143,1143.0,Comisión Federal de Electricidad,Centros de Atención Social,25.4260223,-101.0105913,"25.4260223, -101.0105913",OSC / ONG,,ACNUR servicios
1098,1098.0,Instituto Estatal de Educación para Adultos (IEEA),Centros de Atención Social,25.4256709,-101.0072964,"25.4256709, -101.0072964",OSC / ONG,,ACNUR servicios
1141,1141.0,Centro Oftalmológico,Centros de Atención Social,25.4244722,-100.9568491,"25.4244722, -100.9568491",OSC / ONG,,ACNUR servicios
1322,1322.0,Asistencia y Ropero del Pobre A.C.,Centros de Atencion Social,25.4243847,-100.9985202,"25.4243847, -100.9985202",OSC / ONG,"Calle Hidalgo 637, Centro, 25000 Saltillo.",ACNUR albergues
1113,1113.0,Instituto Estatal del Empleo,Centros de Atención Social,25.4241131,-101.0057915,"25.4241131, -101.0057915",OSC / ONG,,ACNUR servicios
1109,1109.0,Seguro Popular,Centros de Atención Social,25.4237219,-101.004362,"25.4237219, -101.004362",OSC / ONG,,ACNUR servicios
1099,1099.0,Comisión de los Derechos Humanos del Estado,Centros de Atención Social,25.4231857,-100.999747,"25.4231857, -100.999747",OSC / ONG,,ACNUR servicios
1104,1104.0,Dirección para Promover la Igualdad y Prevenir la Discriminación,Centros de Atención Social,25.4229977,-101.0107521,"25.4229977, -101.0107521",OSC / ONG,,ACNUR servicios
1093,1093.0,Agencia Consular de la República de Honduras,Centros de Atención Social,25.4213533,-101.0014976,"25.4213533, -101.0014976",OSC / ONG,,ACNUR servicios
1114,1114.0,Instituto Municipal de la Mujer,Centros de Atención Social,25.4213483,-101.0020306,"25.4213483, -101.0020306",OSC / ONG,,ACNUR servicios
1125,1125.0,Museo del Sarape,Centros de Atención Social,25.4209264,-101.0017382,"25.4209264, -101.0017382",OSC / ONG,,ACNUR servicios
1139,1139.0,Unidad de Medicina Familiar con Unidad Médica de Atención Ambulatoria CLÍNICA IMSS 89,Centros de Atención Social,25.4200442,-100.9667211,"25.4200442, -100.9667211",OSC / ONG,,ACNUR servicios
1134,1134.0,IMSS Hospital General de Zona 1 Saltillo,Centros de Atención Social,25.4174284,-101.0079306,"25.4174284, -101.0079306",OSC / ONG,,ACNUR servicios
1138,1138.0,IMSS Unidad de Medicina Familiar 82,Centros de Atención Social,25.4170534,-100.9847628,"25.4170534, -100.9847628",OSC / ONG,,ACNUR servicios
1133,1133.0,IMSS Unidad de Medicina Familiar 73,Centros de Atención Social,25.4170127,-101.0083464,"25.4170127, -101.0083464",OSC / ONG,,ACNUR servicios
1124,1124.0,Museo de Las Aves de México,Centros de Atención Social,25.4169221,-101.0023345,"25.4169221, -101.0023345",OSC / ONG,,ACNUR servicios
1122,1122.0,“La Madriguera” Casa del Adolescente,Centros de Atención Social,25.4168469,-100.9666641,"25.4168469, -100.9666641",OSC / ONG,,ACNUR servicios
1103,1103.0,Dirección de Policia Preventiva Municipal,Centros de Atención Social,25.415586,-100.976748,"25.415586, -100.976748",OSC / ONG,,ACNUR servicios
1112,1112.0,Unidad de Integración Familiar UNIF,Centros de Atención Social,25.4155819,-100.9769772,"25.4155819, -100.9769772",OSC / ONG,,ACNUR servicios
1140,1140.0,Cruz Roja Mexicana,Centros de Atención Social,25.4146498,-100.9733945,"25.4146498, -100.9733945",OSC / ONG,,ACNUR servicios
