id_org,Organización,Dirección,Ciudad,Estado,País,Código Postal,Tipo de Iniciativa,DirecciónCompleta
123, SEMIGRANTE (Ziracuaretiro) ,"Presidencia Municipal, Portal Matamoros S/N, Colonia Centro, C.P. 61700",Ziracuaretiro,Michoacán,México,61700,Institución gubernamental,"Presidencia Municipal, Portal Matamoros S/N, Colonia Centro, C.P. 61700, Ziracuaretiro, Michoacán, México"
124, SEMIGRANTE (Zinapécuaro) ,"Interior Casa de la Cultura, Av. Hidalgo No. 32, Col. Centro, C.P. 58930",Zinapécuaro,Michoacán,México,58930,Institución gubernamental,"Interior Casa de la Cultura, Av. Hidalgo No. 32, Col. Centro, C.P. 58930, Zinapécuaro, Michoacán, México"
125, SEMIGRANTE (Zináparo) ,"Interior Palacio Municipal, Calle Ruiseñor No. 01, Col. Centro, C.P. 59460",Zináparo,Michoacán,México,59460,Institución gubernamental,"Interior Palacio Municipal, Calle Ruiseñor No. 01, Col. Centro, C.P. 59460, Zináparo, Michoacán, México"
126, SEMIGRANTE (Zamora) ,"Palacio Municipal, Guerrero Ote. No. 82, Col. Centro, C.P. 59600",Zamora,Michoacán,México,59600,Institución gubernamental,"Palacio Municipal, Guerrero Ote. No. 82, Col. Centro, C.P. 59600, Zamora, Michoacán, México"
127, SEMIGRANTE (Zacapu) ,"Interior Oficina de Relaciones Exteriores, Allende No. 91-A, Col. Centro, C.P. 58600",Zacapu,Michoacán,México,58600,Institución gubernamental,"Interior Oficina de Relaciones Exteriores, Allende No. 91-A, Col. Centro, C.P. 58600, Zacapu, Michoacán, México"
128, SEMIGRANTE (Yurécuaro) ,"Portal Hidalgo S/N, Col. Centro, C.P. 59250",Yurécuaro,Michoacán,México,59250,Institución gubernamental,"Portal Hidalgo S/N, Col. Centro, C.P. 59250, Yurécuaro, Michoacán, México"
129, Centro Crecer Solidaridad ,Av. Mariano Hidalgo #102 Frac Solidaridad,Aguascalientes,Aguascalientes,México,20263,Institución gubernamental,"Av. Mariano Hidalgo #102 Frac Solidaridad, Aguascalientes, Aguascalientes, México"
130, Centro Crecer San Marcos ,Av. Aguascalientes #604 Col. San Marcos,Aguascalientes,Aguascalientes,México,20078,Institución gubernamental,"Av. Aguascalientes #604 Col. San Marcos, Aguascalientes, Aguascalientes, México"
131, Centro Crecer Primo Verdad ,Av. Guadalupe González #611 Col. Primo Verdad,Aguascalientes,Aguascalientes,México,20130,Institución gubernamental,"Av. Guadalupe González #611 Col. Primo Verdad, Aguascalientes, Aguascalientes, México"
132, Centro Crecer Pabellón De Arteaga ,C. Pedro Parga S/N Frac Trojes de San Pedro,Aguascalientes,Aguascalientes,México,20674,Institución gubernamental,"C. Pedro Parga S/N Frac Trojes de San Pedro, Aguascalientes, Aguascalientes, México"
133, Centro Crecer Olivares Santana ,Benjamín de la Mora S/N Fracc. Olivares Santana,Aguascalientes,Aguascalientes,México,20010,Institución gubernamental,"Benjamín de la Mora S/N Fracc. Olivares Santana, Aguascalientes, Aguascalientes, México"
134, Centro Crecer Mujeres Ilustres ,C. Ángela Peralta #228 esquina Margarita Maza de Juárez Fracc. Mujeres Ilustres,Aguascalientes,Aguascalientes,México,20294,Institución gubernamental,"C. Ángela Peralta #228 esquina Margarita Maza de Juárez Fracc. Mujeres Ilustres, Aguascalientes, Aguascalientes, México"
135, Centro Crecer Insurgentes ,"Actualmente se cuenta con 26 centros CRECER distribuidos en todo el estado, funcionando con más de 72 clases o talleres, con alrededor de 25 000 beneficiarios mensuales.",Aguascalientes,Aguascalientes,México,20287,Institución gubernamental,"Actualmente se cuenta con 26 centros CRECER distribuidos en todo el estado, funcionando con más de 72 clases o talleres, con alrededor de 25 000 beneficiarios mensuales., Aguascalientes, Aguascalientes, México"
136, Centro Crecer Pirules ,"Actualmente se cuenta con 26 centros CRECER distribuidos en todo el estado, funcionando con más de 72 clases o talleres, con alrededor de 25 000 beneficiarios mensuales.",Aguascalientes,Aguascalientes,México,20210,Institución gubernamental,"Actualmente se cuenta con 26 centros CRECER distribuidos en todo el estado, funcionando con más de 72 clases o talleres, con alrededor de 25 000 beneficiarios mensuales., Aguascalientes, Aguascalientes, México"
137, Centro Crecer Palomino Dena ,"Gilberto López Velarde #314, Lic Benito Palomino Dena, C. P. 20172",Aguascalientes,Aguascalientes,México,20172,Institución gubernamental,"Gilberto López Velarde #314, Lic Benito Palomino Dena, C. P. 20172, Aguascalientes, Aguascalientes, México"
138, Centro Crecer Obraje ,"Prof. Enrique Olivares Santana #119, Col. Obraje, C. P. 20230",Aguascalientes,Aguascalientes,México,20230,Institución gubernamental,"Prof. Enrique Olivares Santana #119, Col. Obraje, C. P. 20230, Aguascalientes, Aguascalientes, México"
139, Centro Crecer Nazario Ortiz Garza ,"Calle Agustín Pradillo #302, Col. Progreso, C. P. 20179",Aguascalientes,Aguascalientes,México,20179,Institución gubernamental,"Calle Agustín Pradillo #302, Col. Progreso, C. P. 20179, Aguascalientes, Aguascalientes, México"
140, Centro Crecer Miravalle ,"Calle Felipe Ruiz de Chávez #614, Col. Miravalle, C. P. 20040",Aguascalientes,Aguascalientes,México,20040,Institución gubernamental,"Calle Felipe Ruiz de Chávez #614, Col. Miravalle, C. P. 20040, Aguascalientes, Aguascalientes, México"
141, Centro Crecer La Salud ,"Calle De La Luna 125, Laurel, Barrio de la Salud, C.P. 20240",Aguascalientes,Aguascalientes,México,20240,Institución gubernamental,"Calle De La Luna 125, Laurel, Barrio de la Salud, C.P. 20240, Aguascalientes, Aguascalientes, México"
142, Centro Crecer La Estrella ,"Calle La Lira #1009, Col. La Estrella, C. P. 20150",Aguascalientes,Aguascalientes,México,20150,Institución gubernamental,"Calle La Lira #1009, Col. La Estrella, C. P. 20150, Aguascalientes, Aguascalientes, México"
143, Centro Crecer Jesús Terán (Gómez Portugal) ,Av. Palmas Esq Olivos Fracc. Jesús Terán,Aguascalientes,Aguascalientes,México,20260,Institución gubernamental,"Av. Palmas Esq Olivos Fracc. Jesús Terán, Aguascalientes, Aguascalientes, México"
144, Centro Crecer Constitución ,Art. 24 esquina con Art. 14 Col. Constitución,Aguascalientes,Aguascalientes,México,20126,Institución gubernamental,"Art. 24 esquina con Art. 14 Col. Constitución, Aguascalientes, Aguascalientes, México"
146, Casa Migrante Camino a la Vida ,"José Guadalupe Posada #828, (a un lado del Panteón de la Cruz) C.P 20050",Aguascalientes,Aguascalientes,México,20050,Albergue,"José Guadalupe Posada #828, (a un lado del Panteón de la Cruz) C.P 20050, Aguascalientes, Aguascalientes, México"
147, SEMIGRANTE (Vista Hermosa) ,"Interior Antigua Escuela de Los Hermanos, Av. Juarez S/N, Col. Centro, C.P. 59200",Vista Hermosa,Michoacán,México,59200,Institución gubernamental,"Interior Antigua Escuela de Los Hermanos, Av. Juarez S/N, Col. Centro, C.P. 59200, Vista Hermosa, Michoacán, México"
148, SEMIGRANTE (Villamar) ,"Interior Palacio Municipal S/N, Colonia Centro, C.P. 59550",Villamar,Michoacán,México,59550,Institución gubernamental,"Interior Palacio Municipal S/N, Colonia Centro, C.P. 59550, Villamar, Michoacán, México"
149, SEMIGRANTE (Venustiano Carranza) ,"Interior Palacio Municipal, Hidalgo No. 2, Col. Centro, C.P. 59160",Venustiano Carranza,Michoacán,México,59160,Institución gubernamental,"Interior Palacio Municipal, Hidalgo No. 2, Col. Centro, C.P. 59160, Venustiano Carranza, Michoacán, México"
150, SEMIGRANTE (Uruapan) ,"Av. Chiapas No. 93, Int. 201, Col. Ramon Farias, C.P. 60050",Uruapan,Michoacán,México,60050,Institución gubernamental,"Av. Chiapas No. 93, Int. 201, Col. Ramon Farias, C.P. 60050, Uruapan, Michoacán, México"
151, SEMIGRANTE (Tzitzio) ,"Interior Palacio Municipal, Calle Allende S/N, Col. Centro, C.P. 61330",Tzitzio,Michoacán,México,61330,Institución gubernamental,"Interior Palacio Municipal, Calle Allende S/N, Col. Centro, C.P. 61330, Tzitzio, Michoacán, México"
152, SEMIGRANTE (Tzintzuntzan) ,"Interior Palacio Municipal, Av. Yacatas No. 25, Col. Centro, Tzintzuntzan, Mich. C.P. 58440",Tzintzuntzan,Michoacán,México,58440,Institución gubernamental,"Interior Palacio Municipal, Av. Yacatas No. 25, Col. Centro, Tzintzuntzan, Mich. C.P. 58440, Tzintzuntzan, Michoacán, México"
153, SEMIGRANTE (Tuzantla) ,"Av. Sixto Verduzco No. 06, Col. Centro, C.P. 61540",Tuzantla,Michoacán,México,61540,Institución gubernamental,"Av. Sixto Verduzco No. 06, Col. Centro, C.P. 61540, Tuzantla, Michoacán, México"
154, SEMIGRANTE (Tuxpan) ,"Interior Palacio Municipal, Av. Morelos No. 04, Col. Centro, C.P. 61420",Tuxpan,Michoacán,México,61420,Institución gubernamental,"Interior Palacio Municipal, Av. Morelos No. 04, Col. Centro, C.P. 61420, Tuxpan, Michoacán, México"
155, SEMIGRANTE (Turicato) ,"Interior Palacio Municipal, Portal Manuel Muñiz S/N, Colonia Centro, C.P. 61680",Turicato,Michoacán,México,61680,Institución gubernamental,"Interior Palacio Municipal, Portal Manuel Muñiz S/N, Colonia Centro, C.P. 61680, Turicato, Michoacán, México"
156, SEMIGRANTE (Tumbiscatio) ,"Interior Presidencia Municipal, Kennedy No. 02, Col. Centro, C.P. 60900",Tumbiscatío,Michoacán,México,60900,Institución gubernamental,"Interior Presidencia Municipal, Kennedy No. 02, Col. Centro, C.P. 60900, Tumbiscatío, Michoacán, México"
157, SEMIGRANTE (Tocumbo) ,"Portal Lazaro Cardenas No. 16, Colonia Centro, C.P. 59960",Tocumbo,Michoacán,México,59960,Institución gubernamental,"Portal Lazaro Cardenas No. 16, Colonia Centro, C.P. 59960, Tocumbo, Michoacán, México"
158, SEMIGRANTE (Tlazazalca) ,"Interior Palacio Municipal S/N, Col. Centro, C.P. 58740",Tlazazalca,Michoacán,México,58740,Institución gubernamental,"Interior Palacio Municipal S/N, Col. Centro, C.P. 58740, Tlazazalca, Michoacán, México"
159, SEMIGRANTE (Tlalpujahua) ,"Interior Palacio Municipal, Portal Centenario No. 04, Colonia Centro, C.P. 61060",Tlalpujahua,Michoacán,México,61060,Institución gubernamental,"Interior Palacio Municipal, Portal Centenario No. 04, Colonia Centro, C.P. 61060, Tlalpujahua, Michoacán, México"
160, SEMIGRANTE (Tiquicheo) ,"Guerrero S/N, Colonia Centro, C.P. 61370",Tiquicheo,Michoacán,México,61370,Institución gubernamental,"Guerrero S/N, Colonia Centro, C.P. 61370, Tiquicheo, Michoacán, México"
161, SEMIGRANTE (Tinguindin) ,"Portal Hidalgo S/N, Colonia Centro, C.P. 59980",Tingüindín,Michoacán,México,59980,Institución gubernamental,"Portal Hidalgo S/N, Colonia Centro, C.P. 59980, Tingüindín, Michoacán, México"
162, SEMIGRANTE (Tingambato) ,"Interior Palacio Municipal, Portal Hidalgo S/N, Colonia Centro, C.P. 60290",Tingambato,Michoacán,México,60290,Institución gubernamental,"Interior Palacio Municipal, Portal Hidalgo S/N, Colonia Centro, C.P. 60290, Tingambato, Michoacán, México"
163, SEMIGRANTE (Tepalcatepec) ,"Melchor Ocampo No. 145, Col. Centro, C.P. 60540",Tepalcatepec,Michoacán,México,60540,Institución gubernamental,"Melchor Ocampo No. 145, Col. Centro, C.P. 60540, Tepalcatepec, Michoacán, México"
164, SEMIGRANTE (Tarímbaro) ,"Interior Palacio Municipal, Hidalgo No. 11, Col. Centro, C.P. 58880",Tarímbaro,Michoacán,México,58880,Institución gubernamental,"Interior Palacio Municipal, Hidalgo No. 11, Col. Centro, C.P. 58880, Tarímbaro, Michoacán, México"
165, SEMIGRANTE (Taretan) ,"Portal Ocampo No. 01, Col. Centro, C.P. 61710",Taretan,Michoacán,México,61710,Institución gubernamental,"Portal Ocampo No. 01, Col. Centro, C.P. 61710, Taretan, Michoacán, México"
166, SEMIGRANTE (Tanhuato) ,"Portal Hidalgo No. 19, Col. Centro, C.P. 59230",Tanhuato,Michoacán,México,59230,Institución gubernamental,"Portal Hidalgo No. 19, Col. Centro, C.P. 59230, Tanhuato, Michoacán, México"
167, SEMIGRANTE (Tangancícuaro) ,"Dr. Miguel Silva No. 105, Colonia Centro, 59750",Tangancícuaro,Michoacán,México,59750,Institución gubernamental,"Dr. Miguel Silva No. 105, Colonia Centro, 59750, Tangancícuaro, Michoacán, México"
168, SEMIGRANTE (Tangamandapio) ,"Portal Hidalgo S/N, Colonia Centro, C.P. 59920",Tangamandapio,Michoacán,México,59920,Institución gubernamental,"Portal Hidalgo S/N, Colonia Centro, C.P. 59920, Tangamandapio, Michoacán, México"
169, SEMIGRANTE (Tancítaro) ,"Interior Palacio Municipal, Lazaro Cardenas S/N, Col. Centro, C.P. 60460",Tancítaro,Michoacán,México,60460,Institución gubernamental,"Interior Palacio Municipal, Lazaro Cardenas S/N, Col. Centro, C.P. 60460, Tancítaro, Michoacán, México"
170, SEMIGRANTE (Tacámbaro) ,"Portal Marcos A. Jimenez S/N, Colonia Centro C.P. 61650",Tacámbaro,Michoacán,México,61650,Institución gubernamental,"Portal Marcos A. Jimenez S/N, Colonia Centro C.P. 61650, Tacámbaro, Michoacán, México"
171, SEMIGRANTE (Susupuato) ,"Interior Palacio Municipal, Vicente Guerrero No. 06, Colonia Centro, C.P. 61590",Susupuato,Michoacán,México,61590,Institución gubernamental,"Interior Palacio Municipal, Vicente Guerrero No. 06, Colonia Centro, C.P. 61590, Susupuato, Michoacán, México"
172, SEMIGRANTE (Senguio) ,"Hidalgo No. 01, Col. Centro, C.P. 61290",Senguio,Michoacán,México,61290,Institución gubernamental,"Hidalgo No. 01, Col. Centro, C.P. 61290, Senguio, Michoacán, México"
173, SEMIGRANTE (Santa Ana Maya) ,"Lazaro Cardenas Nte. S/N, Col. Centro, C.P. 58900",Santa Ana Maya,Michoacán,México,58900,Institución gubernamental,"Lazaro Cardenas Nte. S/N, Col. Centro, C.P. 58900, Santa Ana Maya, Michoacán, México"
174, SEMIGRANTE (San Lucas) ,"Av. Servando Chavez No. 01, Col. Centro, C.P. 61980",San Lucas,Michoacán,México,61980,Institución gubernamental,"Av. Servando Chavez No. 01, Col. Centro, C.P. 61980, San Lucas, Michoacán, México"
175, SEMIGRANTE (Salvador Escalante) ,"Allende No. 56, Colonia Centro, C.P. 61800, Santa Clara",Salvador Escalante,Michoacán,México,61800,Institución gubernamental,"Allende No. 56, Colonia Centro, C.P. 61800, Santa Clara, Salvador Escalante, Michoacán, México"
176, SEMIGRANTE (Sahuayo) ,"Palacio Municipal, Boulevard Lazaro Cardenas, Esq. Constitucion S/N, Col. Centro, C.P. 59000",Sahuayo,Michoacán,México,59000,Institución gubernamental,"Palacio Municipal, Boulevard Lazaro Cardenas, Esq. Constitucion S/N, Col. Centro, C.P. 59000, Sahuayo, Michoacán, México"
177, SEMIGRANTE (Puruándiro) ,"Portal Hidalgo No. 70, Colonia Centro, C.P. 58502",Puruándiro,Michoacán,México,58502,Institución gubernamental,"Portal Hidalgo No. 70, Colonia Centro, C.P. 58502, Puruándiro, Michoacán, México"
178, SEMIGRANTE (Purépero) ,"Interior Palacio Municipal, Alvaro Obregon S/N, Col. Centro, C.P. 58760",Purépero,Michoacán,México,58760,Institución gubernamental,"Interior Palacio Municipal, Alvaro Obregon S/N, Col. Centro, C.P. 58760, Purépero, Michoacán, México"
179, SEMIGRANTE (Peribán) ,"Ocampo No. 01, Colonia Centro, C.P. 60440",Peribán,Michoacán,México,60440,Institución gubernamental,"Ocampo No. 01, Colonia Centro, C.P. 60440, Peribán, Michoacán, México"
180, SEMIGRANTE (Penjamillo) ,"Morelos No. 07, Colonia Centro, C.P. 59470",Penjamillo,Michoacán,México,59470,Institución gubernamental,"Morelos No. 07, Colonia Centro, C.P. 59470, Penjamillo, Michoacán, México"
181, SEMIGRANTE (Pátzcuaro) ,"Portal Hidalgo No. 01, Col. Centro, C.P. 61600",Pátzcuaro,Michoacán,México,61600,Institución gubernamental,"Portal Hidalgo No. 01, Col. Centro, C.P. 61600, Pátzcuaro, Michoacán, México"
182, SEMIGRANTE (Paracuaro) ,"Portal Hidalgo No. 34, Col. Centro, C.P. 60760",Parácuaro,Michoacán,México,60760,Institución gubernamental,"Portal Hidalgo No. 34, Col. Centro, C.P. 60760, Parácuaro, Michoacán, México"
183, SEMIGRANTE (Paracho) ,"Plaza Principal S/N, Col. Centro, C.P. 60250",Paracho,Michoacán,México,60250,Institución gubernamental,"Plaza Principal S/N, Col. Centro, C.P. 60250, Paracho, Michoacán, México"
184, SEMIGRANTE (Panindícuaro) ,"Portal Hidalgo No. 01, Col. Centro, C.P. 58570",Panindícuaro,Michoacán,México,58570,Institución gubernamental,"Portal Hidalgo No. 01, Col. Centro, C.P. 58570, Panindícuaro, Michoacán, México"
185, SEMIGRANTE Morelia ,"Colegio Militar 248 Chapultepec Nte. C.P. 58260 Morelia,  Michoacán",Morelia,Michoacán,México,58260,Institución gubernamental,"Colegio Militar 248 Chapultepec Nte. C.P. 58260 Morelia,  Michoacán, Morelia, Michoacán, México"
186, Centro Crecer San Francisco De Los Romo ,Av. México esquina Venezuela Fracc. San José Buenavista,Aguascalientes,Aguascalientes,México,20303,Institución gubernamental,"Av. México esquina Venezuela Fracc. San José Buenavista, Aguascalientes, Aguascalientes, México"
187, Centro Crecer Rincón De Romos ,Fracc. Haciendas de San José del Rincón,Aguascalientes,Aguascalientes,México,20415,Institución gubernamental,"Fracc. Haciendas de San José del Rincón, Aguascalientes, Aguascalientes, México"
188, Centro Crecer José María Matamoros ,Matamoros #704 Centro Jesús María,Aguascalientes,Aguascalientes,México,20927,Institución gubernamental,"Matamoros #704 Centro Jesús María, Aguascalientes, Aguascalientes, México"
189, Centro Crecer Jesús María Jonacatique ,C. Diego Flores #126 Fracc. Solar de Jonacatique,Aguascalientes,Aguascalientes,México,20900,Institución gubernamental,"C. Diego Flores #126 Fracc. Solar de Jonacatique, Aguascalientes, Aguascalientes, México"
190, Centro Crecer Guadalupe Peralta ,Av. La Salud #302 esquina Catedráticos Fracc. J. Guadalupe Peralta,Aguascalientes,Aguascalientes,México,20196,Institución gubernamental,"Av. La Salud #302 esquina Catedráticos Fracc. J. Guadalupe Peralta, Aguascalientes, Aguascalientes, México"
191, Centro Crecer Cosío ,Pról. Esteban Castorena S/N a un costado de Seguridad Pública,Aguascalientes,Aguascalientes,México,20467,Institución gubernamental,"Pról. Esteban Castorena S/N a un costado de Seguridad Pública, Aguascalientes, Aguascalientes, México"
192, Centro Crecer Tepezalá ,Av. 12 de Diciembre S/N Unidad Deportiva Blvd. Granados Roldán,Aguascalientes,Aguascalientes,México,20600,Institución gubernamental,"Av. 12 de Diciembre S/N Unidad Deportiva Blvd. Granados Roldán, Aguascalientes, Aguascalientes, México"
193, Centro Crecer Calvillo ,"Serapio Figueroa 119, Ejidal, 20804",Aguascalientes,Aguascalientes,México,20804,Institución gubernamental,"Serapio Figueroa 119, Ejidal, 20804, Aguascalientes, Aguascalientes, México"
194, Enclave Caracol ,1er Andador 8250 CP 22000,Tijuana,Baja California,México,22000,Asociación civil,"1er Andador 8250 CP 22000, Tijuana, Baja California, México"
195," Unión de Comités Comunitarios de Tijuana, A.C. Módulo de Atención al Migrante Chiapaneco ",Av. Las Lomas # 590 Colonia Buena Vista CP 22010,Tijuana,Baja California,México,22010,Institución gubernamental,"Av. Las Lomas # 590 Colonia Buena Vista CP 22010, Tijuana, Baja California, México"
196," Salesiano de Tijuana Desayunador ""Padre Chava"" ","Av. Melchor Ocampo #700, Zona Centro CP 22000",Tijuana,Baja California,México,22000,Asociación civil,"Av. Melchor Ocampo #700, Zona Centro CP 22000, Tijuana, Baja California, México"
197, Programa de Repatriación Humana (Módulo Tijuana) ,"Garita Internacional El Chaparral, S/N, Col. Federal, C.P. 22010",Tijuana,Baja California,México,22010,Programa,"Garita Internacional El Chaparral, S/N, Col. Federal, C.P. 22010, Tijuana, Baja California, México"
198," Movimiento JUVENTUD2000, Secc. Tijuana A. C. ","Av. Constitución #205, esquina con Fernando Sanchez Ayala, Zona Norte CP 22000",Tijuana,Baja California,México,22000,Asociación civil,"Av. Constitución #205, esquina con Fernando Sanchez Ayala, Zona Norte CP 22000, Tijuana, Baja California, México"
199, Madres y familias deportadas en acción ,"Vía de la Juventud Ote 8800, Defensores de Baja California, CP 22010",Tijuana,Baja California,México,22010,Asociación civil,"Vía de la Juventud Ote 8800, Defensores de Baja California, CP 22010, Tijuana, Baja California, México"
200, Fundacion Mano con Mano por Baja California A.C. ,Real de San Antonio 5834 Col. Real de San Antonio CP 22666,Tijuana,Baja California,México,22666,Asociación civil,"Real de San Antonio 5834 Col. Real de San Antonio CP 22666, Tijuana, Baja California, México"
201," Federación de Asociaciones Cristianas de Jóvenes de la República Mexicana, A.C. ""Casas YMCA para menores Migrantes"" ",Blvd. Cuauhtémoc Sur # 3170 Colonia Chula Vista CP 22410,Tijuana,Baja California,México,22410,Asociación civil,"Blvd. Cuauhtémoc Sur # 3170 Colonia Chula Vista CP 22410, Tijuana, Baja California, México"
202," Coalición Prodefensa del Migrante, A.C. Módulo de Atención ",Garita Puerta México/ Garita Mesa de Otay,Tijuana,Baja California,,,Asociación civil,"Garita Puerta México/ Garita Mesa de Otay, Tijuana, Baja California, "
203, Club Amigos de Codet ,Ave. Padre Kino 10159 Zona Río CP 22320,Tijuana,Baja California,México,22320,Otro,"Ave. Padre Kino 10159 Zona Río CP 22320, Tijuana, Baja California, México"
204, Centro Binacional de Derechos Humanos A.C. ,Avda. Paseo del Centenario # 3-B Oficina 11 Zona Río Tijuana contraesquina de Palacio Municipal CP 22320,Tijuana,Baja California,México,22320,Institución gubernamental,"Avda. Paseo del Centenario # 3-B Oficina 11 Zona Río Tijuana contraesquina de Palacio Municipal CP 22320, Tijuana, Baja California, México"
205, Instituto Madre Assunta ,Calle Galileo # 2305 Colonia Postal CP 22416,Tijuana,Baja California,México,22416,Asociación civil,"Calle Galileo # 2305 Colonia Postal CP 22416, Tijuana, Baja California, México"
206," Casa Hogar Cavit Alejandro, A.C. ",Francisco I. Madero No. 104 Colonia Divina Providencia CP 22525,Tijuana,Baja California,México,22525,Asociación civil,"Francisco I. Madero No. 104 Colonia Divina Providencia CP 22525, Tijuana, Baja California, México"
207," Casa del Migrante en Tijuana, A.C. ",Calle Galileo # 239 Colonia Postal CP 22416,Tijuana,Baja California,México,22416,Asociación civil,"Calle Galileo # 239 Colonia Postal CP 22416, Tijuana, Baja California, México"
208, Albergue Temporal Zona Norte ,Calle Arias Bernal # 112 CP 22100,Tijuana,Baja California,México,22100,Asociación civil,"Calle Arias Bernal # 112 CP 22100, Tijuana, Baja California, México"
209, Albergue Ejército de Salvación Puerta de la Esperanza ,"Calle 17 #550, Adolfo Ruiz Cortinez, Col. Libertad, Parte Baja  CP 22400",Tijuana,Baja California,México,22400,Asociación civil,"Calle 17 #550, Adolfo Ruiz Cortinez, Col. Libertad, Parte Baja  CP 22400, Tijuana, Baja California, México"
210, Albergue Ejército de Salvación ,"Av. Aquiles Serdan 11585, Colonia Libertad, Parte Baja CP 22300",Tijuana,Baja California,México,22300,Asociación civil,"Av. Aquiles Serdan 11585, Colonia Libertad, Parte Baja CP 22300, Tijuana, Baja California, México"
211," Agencia Familiar Binacional, AC (AFABI) ","Av. Mexico No. 8281 Int. 7-8, Zona Centro CP 22000",Tijuana,Baja California,México,22000,Asociación civil,"Av. Mexico No. 8281 Int. 7-8, Zona Centro CP 22000, Tijuana, Baja California, México"
212, Casa del Migrante Nuestra Señora de Guadalupe ,"Sta. Teresa 1398, El Descanso C.P. 21478",Tijuana,Baja California,México,21478,Asociación civil,"Sta. Teresa 1398, El Descanso C.P. 21478, Tijuana, Baja California, México"
213," Casa de Oración del Migrante, A.C. ","735 Carlota Sosa y 1ra Sur Esquina de Carlota Sosa, Colonia Anexa del Río",Tijuana,Baja California,México,22405,Albergue,"735 Carlota Sosa y 1ra Sur Esquina de Carlota Sosa, Colonia Anexa del Río, Tijuana, Baja California, México"
214, INM Grupo Beta Mexicali ,"Av. Melgar No. 1, Garita, Centro Cívico, 21000 Mexicali, B.C.",Tijuana,Baja California,México,21000,Módulo,"Av. Melgar No. 1, Garita, Centro Cívico, 21000 Mexicali, B.C., Tijuana, Baja California, México"
215," Módulo Fronterizo ""Juntos en el Camino"" ","Garita número 1, Carretera Mexicali-Calexico, Módulo # 3",Mexicali,Baja California,,,Módulo,"Garita número 1, Carretera Mexicali-Calexico, Módulo # 3, Mexicali, Baja California, "
216, Módulo de Atención Centro de Apoyo al Trabajador Migrante y Albergue del Desierto ,Carpinteros 1515 G y H Col. Industrial C. P. 21010,Mexicali,Baja California,México,21010,Asociación civil,"Carpinteros 1515 G y H Col. Industrial C. P. 21010, Mexicali, Baja California, México"
217, Grupo de Ayuda para el Migrante de Mexicali A.C. ,"Av. Michoacan #1377, entre la 5ta y 6ta, Col. Pueblo Nuevo C.P. 21120",Mexicali,Baja California,México,21120,Asociación civil,"Av. Michoacan #1377, entre la 5ta y 6ta, Col. Pueblo Nuevo C.P. 21120, Mexicali, Baja California, México"
218, El camino a un Nuevo Amanecer ,"Pte. Canal Pacifico , km 15, 5 Ej. Hipolito Renteria",Mexicali,Baja California,,,Albergue,"Pte. Canal Pacifico , km 15, 5 Ej. Hipolito Renteria, Mexicali, Baja California, "
219, Dispensario Médico Dr. Cañedo ,Calle Sur # 701,Mexicali,Baja California,México,21150,Asociación civil,"Calle Sur # 701, Mexicali, Baja California, México"
220," Coordinadora del Programa de Apoyo al Trabajador Migrante Deportado, A.C. ""Casa Betania"" ","Lago Hudson # 2408 Col. Xochimilco, C.P. 21380",Mexicali,Baja California,México,21380,Asociación civil,"Lago Hudson # 2408 Col. Xochimilco, C.P. 21380, Mexicali, Baja California, México"
221, Centro Pastoral Mana de Mexicali IAP ,"Av. Jesús García 1799, Col. Nacozari C.P. 21030",Mexicali,Baja California,México,21030,Albergue,"Av. Jesús García 1799, Col. Nacozari C.P. 21030, Mexicali, Baja California, México"
222," Centro de Reintegración Familiar de Menores Migrantes, A.C. ""Albergue del Desierto"" ",Carpinteros 1515 G y H Col. Industrial C. P. 21010,Mexicali,Baja California,México,21010,Asociación civil,"Carpinteros 1515 G y H Col. Industrial C. P. 21010, Mexicali, Baja California, México"
223, Centro de Apoyo al Trabajador Migrante: Comité de Promoción para el Desarrollo de Mexicali ,"Calle Jabonera #6, Colonia Nueva, Mexicali, Baja California 21100",Mexicali,Baja California,México,21100,Asociación civil,"Calle Jabonera #6, Colonia Nueva, Mexicali, Baja California 21100, Mexicali, Baja California, México"
224, Casa de Ayuda Alfa y Omega ,"Av, Benito Juárez #92, Col. Zona Centro, C.P. 21100",Mexicali,Baja California,México,21100,Albergue,"Av, Benito Juárez #92, Col. Zona Centro, C.P. 21100, Mexicali, Baja California, México"
225," Comedor Cobina, A.C. ","Av. Lerdo 416, Col. Centro, C.P. 21200",Mexicali,Baja California,México,21200,Comedor,"Av. Lerdo 416, Col. Centro, C.P. 21200, Mexicali, Baja California, México"
226," Cáritas Región Mexicali, A.C. El Buen Samaritano ","Celaya S/N, Parroquia San José Obrero, Col. Bellavista, C.P. 21150",Mexicali,Baja California,México,21150,Comedor,"Celaya S/N, Parroquia San José Obrero, Col. Bellavista, C.P. 21150, Mexicali, Baja California, México"
227," Casa de Oración del Migrante, A.C. ","Niños Héroes 981, Col. General Jesús Munguia, C.P.22840",Ensenada,Baja California,México,22840,Albergue,"Niños Héroes 981, Col. General Jesús Munguia, C.P.22840, Ensenada, Baja California, México"
228," Albergue San Vicente: Instituto de Derechos Humanos de Indigentes y Migrantes, A.C. ","Calle Novena #691, Colonia Bustamante, Ensenada, Baja California 22840",Ensenada,Baja California,México,22840,Albergue,"Calle Novena #691, Colonia Bustamante, Ensenada, Baja California 22840, Ensenada, Baja California, México"
