"ciudad","tipo","name","description","geometry_str","Tipo","Name","Description","timestamp","begin","end","altitudeMode","tessellate","extrude","visibility","drawOrder","icon","descripci__n","Metro_cercano","Tel__fono","Horario","Descripci__n","Horario_atenci__n","Descrici__n"
NA,NA,NA,"descripción: Institución encargada de conocer sobre quejas y denuncias por presuntas violaciones a los Derechos Humanos cometidas por cualquier autoridad o persona de la administración pública de la Ciudad de México. <br><br><br>Metro cercano: Viveros<br>Teléfono: 55 5229 5600<br>Horario: 24 hrs al día, 356 días al año.","c(-99.1747784, 19.3550495, 0)","Derechos humanos / Justicia","Comisión de Derechos Humanos de la Ciudad de México - CDHCDMX",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Institución encargada de conocer sobre quejas y denuncias por presuntas violaciones a los Derechos Humanos cometidas por cualquier autoridad o persona de la administración pública de la Ciudad de México. 

","Viveros","55 5229 5600","24 hrs al día, 356 días al año.",NA,NA,NA
NA,NA,NA,"descripción: Si requieres orientación jurídica o fuiste víctima o testigo de discriminación, por acción o por omisión, por parte de un servidor público federal o un particular, puedes presentar una queja ante la CONAPRED.<br>Metro cercano: Sevilla<br>Teléfono: 55 5262 1490<br>Horario: Lunes a Jueves 9:00 a.m - 5:30 p.m","c(-99.1697128, 19.4229242, 0)","Derechos humanos / Justicia","Consejo Nacional Para Prevenir la Discriminación - CONAPRED",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Si requieres orientación jurídica o fuiste víctima o testigo de discriminación, por acción o por omisión, por parte de un servidor público federal o un particular, puedes presentar una queja ante la CONAPRED.","Sevilla","55 5262 1490","Lunes a Jueves 9:00 a.m - 5:30 p.m",NA,NA,NA
NA,NA,NA,"descripción: Institución encargada de registrar y atender a las personas que han sido víctimas de delitos o violaciones a los derechos humanos en México.<br>Metro cercano: Allende<br>Teléfono: 55 9131 4694<br>Horario: Lunes a Viernes, 9:00 a.m - 6:00 p.m","c(-99.1374683, 19.4372945, 0)","Derechos humanos / Justicia","CEAVI-Comisión Ejecutiva de Atención a Víctimas de la Ciudad de México",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Institución encargada de registrar y atender a las personas que han sido víctimas de delitos o violaciones a los derechos humanos en México.","Allende","55 9131 4694","Lunes a Viernes, 9:00 a.m - 6:00 p.m",NA,NA,NA
NA,NA,NA,"descripción: Brinda atención jurídica y asistencial a las personas adultas mayores que vivan violencia familiar. <br>Metro cercano: Balderas<br>Teléfono: 55 5345 5111/12<br>800 0074 533<br>adultosmayores@pdjdf.gob.mx <br>Horario: Lunes a domingo (festivos) de 09:00 a.m a 5:00 p.m y de 5:00 pm a 09:00p.m, la atención se proporciona en la guardia de la Fiscalía de Procesos en Juzgados Familiares. ","c(-99.1476366, 19.4244238, 0)","Derechos humanos / Justicia","Agencia especializada para la atención de personas adultas mayores víctimas de violencia familiar",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Brinda atención jurídica y asistencial a las personas adultas mayores que vivan violencia familiar. ","Balderas","55 5345 5111/12
800 0074 533
adultosmayores@pdjdf.gob.mx ","Lunes a domingo (festivos) de 09:00 a.m a 5:00 p.m y de 5:00 pm a 09:00p.m, la atención se proporciona en la guardia de la Fiscalía de Procesos en Juzgados Familiares. ",NA,NA,NA
NA,NA,NA,"descripción: Organización civil que brinda asesoramiento y mediación a la ciudadanía y las autoridades de seguridad y justicia de la Ciudad de México y de todo el país.<br>Metro cercano: Insurgentes<br>Teléfono: 55 5533 5533<br><br>contacto@consejociudadanomx.org<br>Horario: Abierto 24 horas los 365 días del año","c(-99.1649836, 19.425347, 0)","Derechos humanos / Justicia","Consejo Ciudadano de Seguridad y Justicia de la Ciudad de México - CCSJCM",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Organización civil que brinda asesoramiento y mediación a la ciudadanía y las autoridades de seguridad y justicia de la Ciudad de México y de todo el país.","Insurgentes","55 5533 5533

contacto@consejociudadanomx.org","Abierto 24 horas los 365 días del año",NA,NA,NA
NA,NA,NA,"descripción: Organismo encargado de investigar y perseguir delitos cometidos en la Ciudad de México.<br>Metro cercano: Balderas<br>Teléfono: 5345 5091 ext. 13190<br>Horario: Abierto 24 horas los 365 días del año","c(-99.1471914, 19.4245285, 0)","Derechos humanos / Justicia","Fiscalía General de Justicia de la CDMX",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Organismo encargado de investigar y perseguir delitos cometidos en la Ciudad de México.","Balderas","5345 5091 ext. 13190","Abierto 24 horas los 365 días del año",NA,NA,NA
NA,NA,NA,"descripción: Organismo encargado de investigar y perseguir delitos cometidos contra personas migrantes y sujetas de protección internacional en la Ciudad de México. <br>Metro cercano: Balderas<br>Teléfono: <br>Horario: Abierto 24 horas los 365 días del año","c(-99.1476366, 19.4244238, 0)","Derechos humanos / Justicia","Fiscalía de Investigación de Delitos cometidos en agravio de grupos de Atención Prioritaria ",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Organismo encargado de investigar y perseguir delitos cometidos contra personas migrantes y sujetas de protección internacional en la Ciudad de México. ","Balderas","","Abierto 24 horas los 365 días del año",NA,NA,NA
NA,NA,NA,"descripción: Ofrece orientación y asistencia legal gratuita. Asesoría sobre el procedimiento ante la COMAR.<br>Metro cercano: Juárez<br>Teléfono: 800 224 2426<br>Horario: Previa cita.","c(-99.1502992, 19.4337905, 0)","Derechos humanos / Justicia","Instituto Federal de Defensoría Pública",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Ofrece orientación y asistencia legal gratuita. Asesoría sobre el procedimiento ante la COMAR.","Juárez","800 224 2426","Previa cita.",NA,NA,NA
NA,NA,NA,"descripción: Investigación y persecución de delitos relacionados con la trata de personas.<br>Metro cercano: Balderas<br>Teléfono: 55 5346 8480 / 55 5346 8110<br>Horario: Abierto 24 horas los 365 días del año","c(-99.1473881, 19.4243727, 0)","Derechos humanos / Justicia","Fiscalía de Investigación de los delitos de materia de Trata de Personas ",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Investigación y persecución de delitos relacionados con la trata de personas.","Balderas","55 5346 8480 / 55 5346 8110","Abierto 24 horas los 365 días del año",NA,NA,NA
NA,NA,NA,"descripción: Agencia del ministerio público para realizar denuncias<br>sobre crímenes cometidos en contra de la comunidad de la<br>diversidad sexual.<br>Metro cercano: Balderas<br>Teléfono: 55 5346 8543<br>Horario: Abierto 24 horas los 365 días del año","c(-99.1476366, 19.4244238, 0)","Derechos humanos / Justicia","Agencia Especializada en Atención a Personas LGBTTTI+",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Agencia del ministerio público para realizar denuncias
sobre crímenes cometidos en contra de la comunidad de la
diversidad sexual.","Balderas","55 5346 8543","Abierto 24 horas los 365 días del año",NA,NA,NA
NA,NA,NA,"descripción: Oficina del Gobierno encargada de recibir, analizar y decidir sobre las solicitudes de la condición de refugiado.<br><br><br><br><br><br>Metro cercano: Cuauhtémoc<br>Teléfono: 55 5209 8800 Ext. 30147<br>Horario: Lunes a Viernes, 9:00 a.m - 6:00 p.m","c(-99.1549989, 19.4300651, 0)","Institución Pública","Comisión Mexicana de Ayuda a Refugiados (COMAR)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Oficina del Gobierno encargada de recibir, analizar y decidir sobre las solicitudes de la condición de refugiado.




","Cuauhtémoc","55 5209 8800 Ext. 30147","Lunes a Viernes, 9:00 a.m - 6:00 p.m",NA,NA,NA
NA,NA,NA,"descripción: Oficina para realizar trámites migratorios, como la Tarjeta de visitante por razones humanitarias.<br><br><br>Metro cercano: Polanco<br>Teléfono: 800 004 6264<br>Horario: Lunes a Viernes, 9:00 a.m - 1:00 p.m","c(-99.2028128, 19.4379497, 0)","Institución Pública","Instituto Nacional de Migración (INM)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Oficina para realizar trámites migratorios, como la Tarjeta de visitante por razones humanitarias.

","Polanco","800 004 6264","Lunes a Viernes, 9:00 a.m - 1:00 p.m",NA,NA,NA
NA,NA,NA,"descripción: Fomento, Constitución y Fortalecimiento de Empresas Sociales y Solidarias de la Ciudad de México. Fomento al Trabajo Digno. Seguro de desempleo. <br><br>Metro cercano: Pino Suárez<br>Teléfono: 55 5709 3233, ext. 3009 / Subprograma de Fortalecimiento de Empresas Sociales y Solidarias<br>Número de teléfono: <br>5038 0200, ext. 3071 o 3062<br><br>Subprograma de Fomento y Constitución de Empresas Sociales y Solidarias<br>Número de teléfono: <br>50-38-02-00 ext. 3015 o 3079<br>Horario: Lunes a Viernes, 9:00 a.m - 6:00 p.m","c(-99.1333393, 19.4213098, 0)","Institución Pública","Secretaría de Trabajo y Fomento al Empleo - STyFE",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Fomento, Constitución y Fortalecimiento de Empresas Sociales y Solidarias de la Ciudad de México. Fomento al Trabajo Digno. Seguro de desempleo. 
","Pino Suárez","55 5709 3233, ext. 3009 / Subprograma de Fortalecimiento de Empresas Sociales y Solidarias
Número de teléfono: 
5038 0200, ext. 3071 o 3062

Subprograma de Fomento y Constitución de Empresas Sociales y Solidarias
Número de teléfono: 
50-38-02-00 ext. 3015 o 3079","Lunes a Viernes, 9:00 a.m - 6:00 p.m",NA,NA,NA
NA,NA,NA,"descripción: Oficina para realizar trámites migratorios, como la Tarjeta de visitante por razones humanitarias.<br>Metro cercano: Polanco<br>Teléfono: 800 004 6264<br>Horario: Lunes a Viernes, 9:00 a.m - 1:00 p.m","c(-99.2113014, 19.4368852, 0)","Institución Pública","Instituto Nacional de Migración - INM - Oficinas Centrales",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Oficina para realizar trámites migratorios, como la Tarjeta de visitante por razones humanitarias.","Polanco","800 004 6264","Lunes a Viernes, 9:00 a.m - 1:00 p.m",NA,NA,NA
NA,NA,NA,"descripción: Instalación especial para personas migrantes detenidas por no contar con un estatus regular en el país.<br>Metro cercano: Calle 11<br>Teléfono: 55 5387 2400<br>Horario: Lunes a Viernes, 9:00 a.m - 1:00 p.m","c(-99.0832561, 19.3162704, 0)","Institución Pública","INM - Estación Migratoria - Las Agujas",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Instalación especial para personas migrantes detenidas por no contar con un estatus regular en el país.","Calle 11","55 5387 2400","Lunes a Viernes, 9:00 a.m - 1:00 p.m",NA,NA,NA
NA,NA,NA,"descripción: Subdirección de Migrantes. Dependencia local que tiene a su cargo la atención a las personas migrantes, refugiadas, solicitantes de asilo, capitalinas en retorno y desplazadas internas.<br>Ventanilla de atención: orientación, asesoría y canalización a diferentes servicios. Aquí se realiza el trámite de inscripción al Padrón de huéspedes y migrantes en retorno de la Ciudad de México.<br>Metro cercano: Pino Suárez/San Antonio Abad<br>Teléfono: 55 8957 3416 coordinacionmigrantes@sibiso.cdmx.gob.mx<br>Horario: Lunes a Jueves 9:00 a.m - 6:00 p.m.","c(-99.13355, 19.4191333, 0)","Institución Pública","Secretaría de Inclusión y Bienestar Social -SIBISO",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Subdirección de Migrantes. Dependencia local que tiene a su cargo la atención a las personas migrantes, refugiadas, solicitantes de asilo, capitalinas en retorno y desplazadas internas.
Ventanilla de atención: orientación, asesoría y canalización a diferentes servicios. Aquí se realiza el trámite de inscripción al Padrón de huéspedes y migrantes en retorno de la Ciudad de México.","Pino Suárez/San Antonio Abad","55 8957 3416 coordinacionmigrantes@sibiso.cdmx.gob.mx","Lunes a Jueves 9:00 a.m - 6:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Atención a personas para personas situación de calle y adultos mayores, vivienda temporal o permanente. Para atención y canalización, acuda a la ventanilla de atención de la SIBISO.<br>Metro cercano: Pino Suárez/San Antonio Abad<br>Teléfono: 555 741 3666 y <br>555 741 3498 ext. 111<br>Horario: Lunes a Jueves 9:00 a.m a 6:00 p.m Vierners 9:00 a.m a 3: 00 p.m ","c(-99.13355, 19.4191333, 0)","Institución Pública","Instituto de Atención a Poblaciones Prioritarias - IAPP",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Atención a personas para personas situación de calle y adultos mayores, vivienda temporal o permanente. Para atención y canalización, acuda a la ventanilla de atención de la SIBISO.","Pino Suárez/San Antonio Abad","555 741 3666 y 
555 741 3498 ext. 111","Lunes a Jueves 9:00 a.m a 6:00 p.m Vierners 9:00 a.m a 3: 00 p.m ",NA,NA,NA
NA,NA,NA,"descripción: Trabaja para cuidar y promover los derechos de las personas que huyen de sus países y que no pueden volver porque su vida o seguridad corren peligro. <br>Metro cercano: Chapultepec<br>Teléfono: 800 226 8769, 800 283 2718, WhatsApp 55 7005 5950 y 55 2535 2950<br>Horario: Lunes a Jueves 9:00 a.m. - 5:00 p.m / Viernes 9:00 a.m. - 2:00 p-m.","c(-99.1806946, 19.4311148, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","ACNUR, Alto Comisionado de las Naciones Unidas para los Refugiados",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Trabaja para cuidar y promover los derechos de las personas que huyen de sus países y que no pueden volver porque su vida o seguridad corren peligro. ","Chapultepec","800 226 8769, 800 283 2718, WhatsApp 55 7005 5950 y 55 2535 2950","Lunes a Jueves 9:00 a.m. - 5:00 p.m / Viernes 9:00 a.m. - 2:00 p-m.",NA,NA,NA
NA,NA,NA,"descripción: Asesoría y orientación a población migrante para acceso a servicios, acceso a derechos, retornos voluntarios asistidos, fortalecimiento de albergues<br>Metro cercano: Auditorio<br>Teléfono: 5255 5536 3954 / 7775 / 3922 iommexico@iom.int<br>Horario: Lunes a Viernes, 9:00 a.m. - 5:30 p.m.","c(-99.2045732, 19.4266104, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","OIM, Organización Internacional para las Migraciones",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Asesoría y orientación a población migrante para acceso a servicios, acceso a derechos, retornos voluntarios asistidos, fortalecimiento de albergues","Auditorio","5255 5536 3954 / 7775 / 3922 iommexico@iom.int","Lunes a Viernes, 9:00 a.m. - 5:30 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Servicios legales, de salud mental y de prevención de violencia basada en género a personas refugiadas y migrantes. <br>Metro cercano: Patriotismo<br>Teléfono: 55 2668 3256<br>Horario: Lunes a Viernes 9:00 a.m. - 5:00 p.m.","c(-99.1805705, 19.3994366, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","HIAS CDMX",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Servicios legales, de salud mental y de prevención de violencia basada en género a personas refugiadas y migrantes. ","Patriotismo","55 2668 3256","Lunes a Viernes 9:00 a.m. - 5:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Promoción de los derechos de personas en movimiento. Brinda asistencia humanitaria a través de un trabajo en redes; colabora y brinda acompañamiento con énfasis en la integración local.<br><br><br>Metro cercano: Tacubaya<br>Teléfono: Español: 55 2614 7992 /55 7314 0957<br>Inglés o francés: 55 7380 7682 / 55 8663 0991<br>Mensajes de WhatsApp español: 55 6164 4818<br>Mensajes de WhatsApp inglés o francés: 5573807682 / 5586630991<br>Horario: Lunes a Viernes de 9:00 - 2:00 pm.","c(-99.1840953, 19.4006288, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","Programa Casa Refugiados (PCR)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Promoción de los derechos de personas en movimiento. Brinda asistencia humanitaria a través de un trabajo en redes; colabora y brinda acompañamiento con énfasis en la integración local.

","Tacubaya","Español: 55 2614 7992 /55 7314 0957
Inglés o francés: 55 7380 7682 / 55 8663 0991
Mensajes de WhatsApp español: 55 6164 4818
Mensajes de WhatsApp inglés o francés: 5573807682 / 5586630991","Lunes a Viernes de 9:00 - 2:00 pm.",NA,NA,NA
NA,NA,NA,"descripción: Contribuye a la promoción, protección y defensa de los Derechos Humanos de las personas migrantes y sujetas de protección internacional. Brinda servicios de asistencia legal, psicosocial y económica. Cuenta con el Centro de Día “La Ceiba”, un espacio de atención comunitaria.	<br><br><br>Metro cercano: Mixcoac <br>Teléfono: 55 514 1519 / 55 5514 1521<br>Horario: Lunes a Viernes, 9:00 a.m. - 6:00 p.m.","c(-99.1944891, 19.3770423, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","Sin Fronteras IAP",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Contribuye a la promoción, protección y defensa de los Derechos Humanos de las personas migrantes y sujetas de protección internacional. Brinda servicios de asistencia legal, psicosocial y económica. Cuenta con el Centro de Día “La Ceiba”, un espacio de atención comunitaria.	

","Mixcoac ","55 514 1519 / 55 5514 1521","Lunes a Viernes, 9:00 a.m. - 6:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Servicios legales gratuitos de asesoría, asistencia y representación legal a personas con necesidades de protección internacional. <br><br><br>Metro cercano: Tacubaya ** tomar camión queda muy lejos <br>Teléfono: 55 5950 4000 clinicaderefugiados@ibero.mx<br>Horario: Lunes a Viernes, 10:00 a.m - 5:00 p.m.","c(-99.2638998, 19.3697998, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","Clínica Jurídica Alaíde Foppa, Universidad Iberoamericana ",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Servicios legales gratuitos de asesoría, asistencia y representación legal a personas con necesidades de protección internacional. 

","Tacubaya ** tomar camión queda muy lejos ","55 5950 4000 clinicaderefugiados@ibero.mx","Lunes a Viernes, 10:00 a.m - 5:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Fomenta el desarrollo económico y cultural de las personas en contextos de movilidad, mediante talleres y acompañamientos psico-sociales.<br><br>Metro cercano: Coyoacán<br>Teléfono: 55 2614 7992 www.asmovilidad.org <br>Horario: Lunes a Viernes, 9:00 a.m. - 1:00 p.m.","c(-99.1632014, 19.3623376, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","Asistencia y Orientación para la Movilidad Humana, Asmovilidad A.C",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Fomenta el desarrollo económico y cultural de las personas en contextos de movilidad, mediante talleres y acompañamientos psico-sociales.
","Coyoacán","55 2614 7992 www.asmovilidad.org ","Lunes a Viernes, 9:00 a.m. - 1:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Institución que brinda asistencia social, psicólogica, orientación legal y atención de emergencia a las víctimas del delito de tortura y secuestro.<br>Metro cercano: Balderas<br>Teléfono: 55 5200 9196, 9197 y 9200<br>Horario: Lunes a Viernes, 9:00 a.m. - 7:00 p.m.","c(-99.1485071, 19.4252581, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","Adevi Centro de Apoyo Sociojurídico a Víctimas de Delito Violento",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Institución que brinda asistencia social, psicólogica, orientación legal y atención de emergencia a las víctimas del delito de tortura y secuestro.","Balderas","55 5200 9196, 9197 y 9200","Lunes a Viernes, 9:00 a.m. - 7:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Atención a víctimas de violencia familiar (mujeres, hombres, adolescentes y personas adultas mayores), discriminación, niñas, niños y adolescentes en riesgo, adicciones y Bullying.<br>Metro cercano: Balderas<br>Teléfono: 55 5200 9166/72<br>Horario: Lunes a Viernes, 9:00 a.m. - 7:00 p.m.","c(-99.1485436, 19.4252432, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","Centro de Atención a Riesgos Victímales y Adicciones",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Atención a víctimas de violencia familiar (mujeres, hombres, adolescentes y personas adultas mayores), discriminación, niñas, niños y adolescentes en riesgo, adicciones y Bullying.","Balderas","55 5200 9166/72","Lunes a Viernes, 9:00 a.m. - 7:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Atención Psicológica a víctimas de amenazas y personas generadoras de violencia familiar. <br>Metro cercano: Doctores<br>Teléfono: 55 5200 9188/89 <br>Horario: Lunes a Viernes, 9:00 a.m. - 7:00 p.m.","c(-99.1459335, 19.4193642, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","FGJCDMX CIVA Centro de Investigación Victimología y de Apoyo Operativo",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Atención Psicológica a víctimas de amenazas y personas generadoras de violencia familiar. ","Doctores","55 5200 9188/89 ","Lunes a Viernes, 9:00 a.m. - 7:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Ofrece apoyo integral a mujeres y sus hijas e hijos que viven situaciones de violencia, apoyo psicologíco, asesoría jurídica y opciones para acudir a un espacio para estar a salvo de violencia.<br>Metro cercano: Iztacalco<br>Teléfono: 55 5633 4512/ línea gratuita 24 hr: 800 839 1003<br>Horario: ","c(-99.1245454, 19.3847497, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","Fortaleza IAP",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Ofrece apoyo integral a mujeres y sus hijas e hijos que viven situaciones de violencia, apoyo psicologíco, asesoría jurídica y opciones para acudir a un espacio para estar a salvo de violencia.","Iztacalco","55 5633 4512/ línea gratuita 24 hr: 800 839 1003","",NA,NA,NA
NA,NA,NA,"descripción: Proporcionar a la población de la Ciudad de México información, orientación y contención emocional por problemas asociados al consumo de sustancias psicoactivas, a las personas que lo soliciten, vía telefónica o de manera presencial.<br>Metro cercano: Viveros / Derechos Humanos<br>Teléfono: 55 4631 3035 ext. 2007 vperezr@iapa.cdmx.gob.mx <br>Horario: Lunes a Jueves 9:00 a.m. / 5:30 p.m. Viernes 9:00 a.m. / 2:00 p-m.","c(-99.1721745, 19.3602409, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","IAPA - Instituto para la Atención y Prevención de las Adicciones",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Proporcionar a la población de la Ciudad de México información, orientación y contención emocional por problemas asociados al consumo de sustancias psicoactivas, a las personas que lo soliciten, vía telefónica o de manera presencial.","Viveros / Derechos Humanos","55 4631 3035 ext. 2007 vperezr@iapa.cdmx.gob.mx ","Lunes a Jueves 9:00 a.m. / 5:30 p.m. Viernes 9:00 a.m. / 2:00 p-m.",NA,NA,NA
NA,NA,NA,"descripción: Acompañamiento psico-jurídico a personas migrantes y solicitantes de protección internacional.<br>Metro cercano: Insurgentes<br>Teléfono: 55 5527 5423<br>Horario: Lunes a Viernes, 9:00 a.m. - 5:00 p.m.","c(-99.1608107, 19.4220598, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","Servicio Jesuita a Migrantes México (SJM-México)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Acompañamiento psico-jurídico a personas migrantes y solicitantes de protección internacional.","Insurgentes","55 5527 5423","Lunes a Viernes, 9:00 a.m. - 5:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Brindar asistencia social integral a niños, niñas y adolescentes en situación de calle, de riesgo o de alta vulnerabilidad.<br>Metro cercano: Guerrero<br>Teléfono: Línea de ayuda gratuita 24 hrs: 800 839 1003<br>Horario: Lunes a Viernes 9:00 a.m. - 6:00 p.m.","c(-99.142221, 19.4433486, 0)","Organismos internacionales y Organizaciones de la Sociedad Civil","Fundación Casa Alianza México I.A.P. Centro de Atención",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Brindar asistencia social integral a niños, niñas y adolescentes en situación de calle, de riesgo o de alta vulnerabilidad.","Guerrero","Línea de ayuda gratuita 24 hrs: 800 839 1003","Lunes a Viernes 9:00 a.m. - 6:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Atención a la Salud. Dentro del Hospital se encuentra un módulo del Seguro Popular, horario para afiliación 9:00 a 14:00 hrs. <br><br><br>Metro cercano: Hospital General<br>Teléfono: <br>Horario: Lunes a Viernes, 10:30 a.m. - 3:00 p.m.","c(-99.1520225, 19.4129258, 0)","Salud","Hospital General de México “Dr. Eduardo Liceaga”",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Atención a la Salud. Dentro del Hospital se encuentra un módulo del Seguro Popular, horario para afiliación 9:00 a 14:00 hrs. 

","Hospital General","","Lunes a Viernes, 10:30 a.m. - 3:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Atención a sobrevivientes de violencia sexual; diagnóstico y atención de VIH, hepatitis C y otras infecciones de transmisión sexual; salud sexual y reproductiva, y atención a personas transgénero.   <br><br>Metro cercano: Patriotismo/ Juanacatlán<br>Teléfono: 55 55 15 83 11 / 55 26 14 29 58 / 55 50 38 17 00 ext. 6446<br>Horario: Lunes a Viernes, 8:30 a.m - 6:00 p.m.","c(-99.1823514, 19.4089078, 0)","Salud","Clínica Especializada Condesa",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Atención a sobrevivientes de violencia sexual; diagnóstico y atención de VIH, hepatitis C y otras infecciones de transmisión sexual; salud sexual y reproductiva, y atención a personas transgénero.   
","Patriotismo/ Juanacatlán","55 55 15 83 11 / 55 26 14 29 58 / 55 50 38 17 00 ext. 6446","Lunes a Viernes, 8:30 a.m - 6:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Atención a sobrevivientes de violencia sexual; diagnóstico y atención de VIH, hepatitis C y otras infecciones de transmisión sexual; salud sexual y reproductiva, y atención a personas transgénero.   <br><br>Metro cercano: Constitución de 1917<br>Teléfono: 55 50 38 17 00 ext. 7902, 7906 y 7933<br>Horario: Lunes a Viernes, 10:30 a.m - 6:00 p.m.","c(-99.0511908, 19.3568424, 0)","Salud","Clínica Especializada Condesa-Iztapalapa ""Dr. Jaime Sepúlveda Amor"" (CECI)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Atención a sobrevivientes de violencia sexual; diagnóstico y atención de VIH, hepatitis C y otras infecciones de transmisión sexual; salud sexual y reproductiva, y atención a personas transgénero.   
","Constitución de 1917","55 50 38 17 00 ext. 7902, 7906 y 7933","Lunes a Viernes, 10:30 a.m - 6:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Organismo público que ofrece capacitación y certificación de competencias laborales. <br>Metro cercano: Pino Suárez<br>Teléfono: 55 5740 0237<br>Horario: Lunes a Viernes, 9:00 a.m. - 6:00 p.m.","c(-99.1331668, 19.4212658, 0)","Educación","INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DE LA CIUDAD DE MÉXICO -ICAT",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Organismo público que ofrece capacitación y certificación de competencias laborales. ","Pino Suárez","55 5740 0237","Lunes a Viernes, 9:00 a.m. - 6:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Insitución pública que promueve, imparte, acredita y certifica la educación básica para jóvenes y audltos, mediante programas educativos acordes a sus necesidades. <br>Metro cercano: Juanacatlán/Patriotismo<br>Teléfono: 55 5446 9454<br>Horario: Lunes a Viernes 10:00 a.m - 5:00 p.m.","c(-99.1809498, 19.4124553, 0)","Educación","Instituto Nacional de Educación para Adultos - INEA ",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,"Insitución pública que promueve, imparte, acredita y certifica la educación básica para jóvenes y audltos, mediante programas educativos acordes a sus necesidades. ","Juanacatlán/Patriotismo","55 5446 9454","Lunes a Viernes 10:00 a.m - 5:00 p.m.",NA,NA,NA
NA,NA,NA,"descripción: Alojamiento, alimentos, lugares de aseo y consejería<br>espiritual. Calle Islas Esmeraldas # 2012 Col. Luis Echeverría.<br>Teléfono: 656 794 5330<br>Horario: Lunes a domingo, 8:30 am a 8:30 pm.","list()","Albergue","Albergue para migrantes
""El Buen Samaritano""",NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,"Alojamiento, alimentos, lugares de aseo y consejería
espiritual. Calle Islas Esmeraldas # 2012 Col. Luis Echeverría.",NA,"656 794 5330","Lunes a domingo, 8:30 am a 8:30 pm.",NA,NA,NA
