ciudad,estado,ruta,detenciones,latitud,longitud,tipo,ID_Poligono,codigo_unico,geometry,geometry_range
"Salina Cruz, Oaxaca",Oaxaca,Ruta Sur, 112,16.1825,-95.195833,Presencia Migración Irregular,PG656,S-PG656-1,POINT (-95.195833 16.1825),"POLYGON ((2889826.8030358218 1919932.4730727305, 2889778.650302544 1918952.3016694349, 2889634.655839854 1917981.5698525691, 2889396.2063931436 1917029.626300186, 2889065.5983609348 1916105.6387490795, 2888646.0156793054 1915218.5057044704, 2888141.499158847 1914376.7707425344, 2887556.907569449 1913588.540231094, 2886897.870847687 1912861.405260865, 2886170.735877458 1912202.368539103, 2885382.5053660176 1911617.776949705, 2884540.770404082 1911113.2604292468, 2883653.6373594725 1910693.6777476177, 2882729.6498083663 1910363.0697154084, 2881777.706255983 1910124.620268698, 2880806.9744391176 1909980.6258060085, 2879826.8030358218 1909932.4730727305, 2878846.631632526 1909980.6258060085, 2877875.8998156604 1910124.620268698, 2876923.956263277 1910363.0697154084, 2875999.968712171 1910693.6777476177, 2875112.8356675617 1911113.2604292468, 2874271.100705626 1911617.776949705, 2873482.8701941855 1912202.368539103, 2872755.7352239564 1912861.405260865, 2872096.6985021946 1913588.540231094, 2871512.1069127964 1914376.7707425344, 2871007.590392338 1915218.5057044704, 2870588.007710709 1916105.6387490795, 2870257.3996785 1917029.626300186, 2870018.9502317896 1917981.5698525691, 2869874.9557690998 1918952.3016694349, 2869826.8030358218 1919932.4730727305, 2869874.9557690998 1920912.644476026, 2870018.9502317896 1921883.3762928918, 2870257.3996785 1922835.319845275, 2870588.007710709 1923759.3073963814, 2871007.590392338 1924646.4404409905, 2871512.1069127964 1925488.1754029265, 2872096.6985021946 1926276.405914367, 2872755.7352239564 1927003.5408845958, 2873482.8701941855 1927662.5776063579, 2874271.100705626 1928247.1691957559, 2875112.8356675617 1928751.6857162141, 2875999.968712171 1929171.2683978432, 2876923.956263277 1929501.8764300526, 2877875.8998156604 1929740.3258767629, 2878846.631632526 1929884.3203394525, 2879826.8030358218 1929932.4730727305, 2880806.9744391176 1929884.3203394525, 2881777.706255983 1929740.3258767629, 2882729.6498083663 1929501.8764300526, 2883653.6373594725 1929171.2683978432, 2884540.770404082 1928751.6857162141, 2885382.5053660176 1928247.1691957559, 2886170.735877458 1927662.5776063579, 2886897.870847687 1927003.540884596, 2887556.907569449 1926276.405914367, 2888141.499158847 1925488.1754029265, 2888646.0156793054 1924646.4404409905, 2889065.5983609348 1923759.3073963814, 2889396.2063931436 1922835.319845275, 2889634.655839854 1921883.3762928918, 2889778.650302544 1920912.644476026, 2889826.8030358218 1919932.4730727305))"
"San Jose Tenango, Oaxaca",Oaxaca,Ruta Sur, 6,18.15,-96.716667,Presencia Migración Irregular,PG631,S-PG631-2,POINT (-96.716667 18.15),"POLYGON ((2692507.57939657 2130841.393166347, 2692459.426663292 2129861.221763051, 2692315.4322006023 2128890.4899461856, 2692076.982753892 2127938.5463938024, 2691746.374721683 2127014.5588426962, 2691326.7920400538 2126127.425798087, 2690822.2755195955 2125285.690836151, 2690237.6839301973 2124497.4603247107, 2689578.6472084355 2123770.3253544816, 2688851.5122382063 2123111.28863272, 2688063.281726766 2122526.6970433216, 2687221.54676483 2122022.1805228633, 2686334.413720221 2121602.597841234, 2685410.4261691147 2121271.989809025, 2684458.4826167314 2121033.540362315, 2683487.750799866 2120889.545899625, 2682507.57939657 2120841.393166347, 2681527.4079932743 2120889.545899625, 2680556.676176409 2121033.540362315, 2679604.7326240255 2121271.989809025, 2678680.7450729194 2121602.597841234, 2677793.61202831 2122022.1805228633, 2676951.8770663743 2122526.6970433216, 2676163.646554934 2123111.28863272, 2675436.5115847047 2123770.3253544816, 2674777.474862943 2124497.4603247107, 2674192.8832735447 2125285.690836151, 2673688.3667530864 2126127.425798087, 2673268.784071457 2127014.5588426962, 2672938.1760392482 2127938.5463938024, 2672699.726592538 2128890.4899461856, 2672555.732129848 2129861.221763051, 2672507.57939657 2130841.393166347, 2672555.732129848 2131821.564569643, 2672699.726592538 2132792.2963865083, 2672938.1760392482 2133744.2399388915, 2673268.784071457 2134668.2274899976, 2673688.3667530864 2135555.360534607, 2674192.8832735447 2136397.0954965428, 2674777.474862943 2137185.326007983, 2675436.5115847047 2137912.4609782123, 2676163.646554934 2138571.497699974, 2676951.8770663743 2139156.0892893723, 2677793.61202831 2139660.6058098306, 2678680.7450729194 2140080.18849146, 2679604.7326240255 2140410.796523669, 2680556.676176409 2140649.245970379, 2681527.4079932743 2140793.240433069, 2682507.57939657 2140841.393166347, 2683487.750799866 2140793.240433069, 2684458.4826167314 2140649.245970379, 2685410.4261691147 2140410.796523669, 2686334.413720221 2140080.18849146, 2687221.54676483 2139660.6058098306, 2688063.281726766 2139156.0892893723, 2688851.5122382063 2138571.497699974, 2689578.6472084355 2137912.4609782123, 2690237.6839301973 2137185.326007983, 2690822.2755195955 2136397.0954965428, 2691326.7920400538 2135555.360534607, 2691746.374721683 2134668.2274899976, 2692076.982753892 2133744.2399388915, 2692315.4322006023 2132792.2963865083, 2692459.426663292 2131821.564569643, 2692507.57939657 2130841.393166347))"
"San Juan Bautista Tuxtepec, Oaxaca",Oaxaca,Ruta Sur, 108,18.0874632,-96.1227767,Presencia Migración Irregular,PG631,S-PG631-1,POINT (-96.12277670000002 18.087463199999995),"POLYGON ((2759593.0395995537 2131287.637561584, 2759544.8868662757 2130307.466158288, 2759400.892403586 2129336.7343414226, 2759162.4429568755 2128384.7907890393, 2758831.8349246667 2127460.803237933, 2758412.2522430373 2126573.670193324, 2757907.735722579 2125731.935231388, 2757323.144133181 2124943.7047199477, 2756664.107411419 2124216.5697497185, 2755936.97244119 2123557.5330279567, 2755148.7419297495 2122972.9414385585, 2754307.0069678137 2122468.4249181002, 2753419.8739232044 2122048.842236471, 2752495.8863720982 2121718.234204262, 2751543.942819715 2121479.7847575517, 2750573.2110028495 2121335.790294862, 2749593.0395995537 2121287.637561584, 2748612.868196258 2121335.790294862, 2747642.1363793924 2121479.7847575517, 2746690.192827009 2121718.234204262, 2745766.205275903 2122048.842236471, 2744879.0722312937 2122468.4249181002, 2744037.337269358 2122972.9414385585, 2743249.1067579174 2123557.5330279567, 2742521.9717876883 2124216.5697497185, 2741862.9350659265 2124943.7047199477, 2741278.3434765283 2125731.935231388, 2740773.82695607 2126573.670193324, 2740354.2442744407 2127460.803237933, 2740023.636242232 2128384.7907890393, 2739785.1867955215 2129336.7343414226, 2739641.1923328317 2130307.466158288, 2739593.0395995537 2131287.637561584, 2739641.1923328317 2132267.8089648797, 2739785.1867955215 2133238.540781745, 2740023.636242232 2134190.4843341284, 2740354.2442744407 2135114.4718852346, 2740773.82695607 2136001.604929844, 2741278.3434765283 2136843.3398917797, 2741862.9350659265 2137631.57040322, 2742521.9717876883 2138358.7053734493, 2743249.1067579174 2139017.742095211, 2744037.337269358 2139602.3336846093, 2744879.0722312937 2140106.8502050675, 2745766.205275903 2140526.432886697, 2746690.192827009 2140857.0409189058, 2747642.1363793924 2141095.490365616, 2748612.868196258 2141239.484828306, 2749593.0395995537 2141287.637561584, 2750573.2110028495 2141239.484828306, 2751543.942819715 2141095.490365616, 2752495.8863720982 2140857.0409189058, 2753419.8739232044 2140526.432886697, 2754307.0069678137 2140106.8502050675, 2755148.7419297495 2139602.3336846093, 2755936.97244119 2139017.742095211, 2756664.107411419 2138358.7053734493, 2757323.144133181 2137631.57040322, 2757907.735722579 2136843.3398917797, 2758412.2522430373 2136001.604929844, 2758831.8349246667 2135114.4718852346, 2759162.4429568755 2134190.4843341284, 2759400.892403586 2133238.540781745, 2759544.8868662757 2132267.8089648797, 2759593.0395995537 2131287.637561584))"
"San Francisco Telixtlahuaca, Oaxaca",Oaxaca,Ruta Sur, 49,17.296628,-96.9056112,Presencia Migración Irregular,PG630,S-PG630-15,POINT (-96.9056112 17.296627999999995),"POLYGON ((2682553.2127170707 2029097.8788174533, 2682505.0599837927 2028117.7074141577, 2682361.065521103 2027146.975597292, 2682122.6160743926 2026195.0320449087, 2681792.0080421837 2025271.0444938024, 2681372.4253605544 2024383.9114491933, 2680867.908840096 2023542.1764872572, 2680283.317250698 2022753.9459758168, 2679624.280528936 2022026.811005588, 2678897.145558707 2021367.774283826, 2678108.9150472665 2020783.182694428, 2677267.1800853307 2020278.6661739696, 2676380.0470407214 2019859.0834923405, 2675456.0594896153 2019528.4754601312, 2674504.115937232 2019290.026013421, 2673533.3841203665 2019146.0315507313, 2672553.2127170707 2019097.8788174533, 2671573.041313775 2019146.0315507313, 2670602.3094969094 2019290.026013421, 2669650.365944526 2019528.4754601312, 2668726.37839342 2019859.0834923405, 2667839.2453488107 2020278.6661739696, 2666997.510386875 2020783.182694428, 2666209.2798754345 2021367.774283826, 2665482.1449052054 2022026.8110055877, 2664823.1081834435 2022753.9459758168, 2664238.5165940453 2023542.1764872572, 2663734.000073587 2024383.9114491933, 2663314.4173919577 2025271.0444938024, 2662983.809359749 2026195.0320449087, 2662745.3599130386 2027146.975597292, 2662601.3654503487 2028117.7074141577, 2662553.2127170707 2029097.8788174533, 2662601.3654503487 2030078.0502207489, 2662745.3599130386 2031048.7820376146, 2662983.809359749 2032000.7255899978, 2663314.4173919577 2032924.7131411042, 2663734.000073587 2033811.8461857133, 2664238.5165940453 2034653.5811476493, 2664823.1081834435 2035441.8116590898, 2665482.1449052054 2036168.9466293186, 2666209.2798754345 2036827.9833510807, 2666997.510386875 2037412.5749404787, 2667839.2453488107 2037917.091460937, 2668726.37839342 2038336.674142566, 2669650.365944526 2038667.2821747754, 2670602.3094969094 2038905.7316214857, 2671573.041313775 2039049.7260841753, 2672553.2127170707 2039097.8788174533, 2673533.3841203665 2039049.7260841753, 2674504.115937232 2038905.7316214857, 2675456.0594896153 2038667.2821747754, 2676380.0470407214 2038336.674142566, 2677267.1800853307 2037917.091460937, 2678108.9150472665 2037412.5749404787, 2678897.145558707 2036827.9833510807, 2679624.280528936 2036168.9466293189, 2680283.317250698 2035441.8116590898, 2680867.908840096 2034653.5811476493, 2681372.4253605544 2033811.8461857133, 2681792.0080421837 2032924.7131411042, 2682122.6160743926 2032000.7255899978, 2682361.065521103 2031048.7820376146, 2682505.0599837927 2030078.0502207489, 2682553.2127170707 2029097.8788174533))"
"San Pablo Huitzo, Oaxaca",Oaxaca,Ruta Sur, 729,17.2777969,-96.8866692,Presencia Migración Irregular,PG630,S-PG630-14,POINT (-96.8866692 17.2777969),"POLYGON ((2684911.399924079 2027135.32828593, 2684863.247190801 2026155.1568826344, 2684719.252728111 2025184.4250657686, 2684480.803281401 2024232.4815133854, 2684150.195249192 2023308.493962279, 2683730.6125675626 2022421.36091767, 2683226.0960471043 2021579.625955734, 2682641.504457706 2020791.3954442935, 2681982.4677359443 2020064.2604740646, 2681255.332765715 2019405.2237523026, 2680467.1022542748 2018820.6321629046, 2679625.367292339 2018316.1156424463, 2678738.2342477296 2017896.5329608172, 2677814.2466966235 2017565.924928608, 2676862.3031442403 2017327.4754818976, 2675891.571327375 2017183.481019208, 2674911.399924079 2017135.32828593, 2673931.228520783 2017183.481019208, 2672960.4967039176 2017327.4754818976, 2672008.5531515344 2017565.924928608, 2671084.5656004283 2017896.5329608172, 2670197.432555819 2018316.1156424463, 2669355.697593883 2018820.6321629046, 2668567.4670824427 2019405.2237523026, 2667840.3321122136 2020064.2604740644, 2667181.295390452 2020791.3954442935, 2666596.7038010536 2021579.625955734, 2666092.1872805953 2022421.36091767, 2665672.604598966 2023308.493962279, 2665341.996566757 2024232.4815133854, 2665103.547120047 2025184.4250657686, 2664959.552657357 2026155.1568826344, 2664911.399924079 2027135.32828593, 2664959.552657357 2028115.4996892256, 2665103.547120047 2029086.2315060913, 2665341.996566757 2030038.1750584745, 2665672.604598966 2030962.162609581, 2666092.1872805953 2031849.29565419, 2666596.7038010536 2032691.030616126, 2667181.295390452 2033479.2611275665, 2667840.3321122136 2034206.3960977953, 2668567.4670824427 2034865.4328195574, 2669355.697593883 2035450.0244089554, 2670197.432555819 2035954.5409294136, 2671084.5656004283 2036374.1236110427, 2672008.5531515344 2036704.731643252, 2672960.4967039176 2036943.1810899624, 2673931.228520783 2037087.175552652, 2674911.399924079 2037135.32828593, 2675891.571327375 2037087.175552652, 2676862.3031442403 2036943.1810899624, 2677814.2466966235 2036704.731643252, 2678738.2342477296 2036374.1236110427, 2679625.367292339 2035954.5409294136, 2680467.1022542748 2035450.0244089554, 2681255.332765715 2034865.4328195574, 2681982.4677359443 2034206.3960977956, 2682641.504457706 2033479.2611275665, 2683226.0960471043 2032691.030616126, 2683730.6125675626 2031849.29565419, 2684150.195249192 2030962.162609581, 2684480.803281401 2030038.1750584745, 2684719.252728111 2029086.2315060913, 2684863.247190801 2028115.4996892256, 2684911.399924079 2027135.32828593))"
"Villa de Etla, Oaxaca",Oaxaca,Ruta Sur, 2,17.2057678,-96.7981939,Presencia Migración Irregular,PG630,S-PG630-13,POINT (-96.7981939 17.2057678),"POLYGON ((2695730.6125905057 2019821.9068647297, 2695682.4598572277 2018841.7354614341, 2695538.465394538 2017871.0036445684, 2695300.0159478276 2016919.0600921852, 2694969.4079156187 2015995.0725410788, 2694549.8252339894 2015107.9394964697, 2694045.308713531 2014266.2045345337, 2693460.717124133 2013477.9740230932, 2692801.680402371 2012750.8390528644, 2692074.545432142 2012091.8023311023, 2691286.3149207016 2011507.2107417043, 2690444.579958766 2011002.694221246, 2689557.4469141564 2010583.111539617, 2688633.4593630503 2010252.5035074076, 2687681.515810667 2010014.0540606973, 2686710.7839938016 2009870.0595980077, 2685730.6125905057 2009821.9068647297, 2684750.44118721 2009870.0595980077, 2683779.7093703444 2010014.0540606973, 2682827.765817961 2010252.5035074076, 2681903.778266855 2010583.111539617, 2681016.6452222457 2011002.694221246, 2680174.91026031 2011507.2107417043, 2679386.6797488695 2012091.8023311023, 2678659.5447786404 2012750.8390528644, 2678000.5080568786 2013477.9740230932, 2677415.9164674804 2014266.2045345337, 2676911.399947022 2015107.9394964697, 2676491.8172653927 2015995.0725410788, 2676161.209233184 2016919.0600921852, 2675922.7597864736 2017871.0036445684, 2675778.7653237837 2018841.7354614341, 2675730.6125905057 2019821.9068647297, 2675778.7653237837 2020802.0782680253, 2675922.7597864736 2021772.810084891, 2676161.209233184 2022724.7536372743, 2676491.8172653927 2023648.7411883806, 2676911.399947022 2024535.8742329897, 2677415.9164674804 2025377.6091949258, 2678000.5080568786 2026165.8397063662, 2678659.5447786404 2026892.974676595, 2679386.6797488695 2027552.011398357, 2680174.91026031 2028136.602987755, 2681016.6452222457 2028641.1195082134, 2681903.778266855 2029060.7021898425, 2682827.765817961 2029391.3102220518, 2683779.7093703444 2029629.759668762, 2684750.44118721 2029773.7541314517, 2685730.6125905057 2029821.9068647297, 2686710.7839938016 2029773.7541314517, 2687681.515810667 2029629.759668762, 2688633.4593630503 2029391.3102220518, 2689557.4469141564 2029060.7021898425, 2690444.579958766 2028641.1195082134, 2691286.3149207016 2028136.602987755, 2692074.545432142 2027552.011398357, 2692801.680402371 2026892.9746765953, 2693460.717124133 2026165.8397063662, 2694045.308713531 2025377.6091949258, 2694549.8252339894 2024535.8742329897, 2694969.4079156187 2023648.7411883806, 2695300.0159478276 2022724.7536372743, 2695538.465394538 2021772.810084891, 2695682.4598572277 2020802.0782680253, 2695730.6125905057 2019821.9068647297))"
"San Pablo Etla, Oaxaca",Oaxaca,Ruta Sur, 35,17.1450449,-96.7644253,Presencia Migración Irregular,PG630,S-PG630-12,POINT (-96.7644253 17.145044899999995),"POLYGON ((2700284.446164167 2013156.1472579262, 2700236.293430889 2012175.9758546306, 2700092.298968199 2011205.2440377648, 2699853.849521489 2010253.3004853816, 2699523.24148928 2009329.3129342753, 2699103.6588076507 2008442.1798896661, 2698599.1422871924 2007600.4449277301, 2698014.550697794 2006812.2144162897, 2697355.5139760324 2006085.0794460608, 2696628.3790058033 2005426.0427242988, 2695840.148494363 2004841.4511349008, 2694998.413532427 2004336.9346144425, 2694111.2804878177 2003917.3519328134, 2693187.2929367116 2003586.743900604, 2692235.3493843284 2003348.2944538938, 2691264.617567463 2003204.2999912042, 2690284.446164167 2003156.1472579262, 2689304.274760871 2003204.2999912042, 2688333.5429440057 2003348.2944538938, 2687381.5993916225 2003586.743900604, 2686457.6118405163 2003917.3519328134, 2685570.478795907 2004336.9346144425, 2684728.743833971 2004841.4511349008, 2683940.513322531 2005426.0427242988, 2683213.3783523017 2006085.0794460606, 2682554.34163054 2006812.2144162897, 2681969.7500411416 2007600.4449277301, 2681465.2335206834 2008442.1798896661, 2681045.650839054 2009329.3129342753, 2680715.042806845 2010253.3004853816, 2680476.593360135 2011205.2440377648, 2680332.598897445 2012175.9758546306, 2680284.446164167 2013156.1472579262, 2680332.598897445 2014136.3186612218, 2680476.593360135 2015107.0504780875, 2680715.042806845 2016058.9940304707, 2681045.650839054 2016982.981581577, 2681465.2335206834 2017870.1146261862, 2681969.7500411416 2018711.8495881222, 2682554.34163054 2019500.0800995626, 2683213.3783523017 2020227.2150697915, 2683940.513322531 2020886.2517915536, 2684728.743833971 2021470.8433809516, 2685570.478795907 2021975.3599014098, 2686457.6118405163 2022394.942583039, 2687381.5993916225 2022725.5506152483, 2688333.5429440057 2022964.0000619586, 2689304.274760871 2023107.9945246482, 2690284.446164167 2023156.1472579262, 2691264.617567463 2023107.9945246482, 2692235.3493843284 2022964.0000619586, 2693187.2929367116 2022725.5506152483, 2694111.2804878177 2022394.942583039, 2694998.413532427 2021975.3599014098, 2695840.148494363 2021470.8433809516, 2696628.3790058033 2020886.2517915536, 2697355.5139760324 2020227.2150697918, 2698014.550697794 2019500.0800995626, 2698599.1422871924 2018711.8495881222, 2699103.6588076507 2017870.1146261862, 2699523.24148928 2016982.981581577, 2699853.849521489 2016058.9940304707, 2700092.298968199 2015107.0504780875, 2700236.293430889 2014136.3186612218, 2700284.446164167 2013156.1472579262))"
"San Lorenzo Cacaotepec, Oaxaca",Oaxaca,Ruta Sur, 2,17.1278714,-96.8017692,Presencia Migración Irregular,PG630,S-PG630-11,POINT (-96.8017692 17.1278714),"POLYGON ((2696316.6686229743 2010699.9460044906, 2696268.5158896963 2009719.774601195, 2696124.5214270065 2008749.0427843293, 2695886.071980296 2007797.099231946, 2695555.4639480873 2006873.1116808397, 2695135.881266458 2005985.9786362306, 2694631.3647459997 2005144.2436742946, 2694046.7731566015 2004356.0131628541, 2693387.7364348397 2003628.8781926252, 2692660.6014646105 2002969.8414708632, 2691872.37095317 2002385.2498814652, 2691030.6359912343 2001880.733361007, 2690143.502946625 2001461.1506793778, 2689219.515395519 2001130.5426471685, 2688267.5718431356 2000892.0932004582, 2687296.84002627 2000748.0987377686, 2686316.6686229743 2000699.9460044906, 2685336.4972196785 2000748.0987377686, 2684365.765402813 2000892.0932004582, 2683413.8218504298 2001130.5426471685, 2682489.8342993236 2001461.1506793778, 2681602.7012547143 2001880.733361007, 2680760.9662927785 2002385.2498814652, 2679972.735781338 2002969.8414708632, 2679245.600811109 2003628.878192625, 2678586.564089347 2004356.0131628541, 2678001.972499949 2005144.2436742946, 2677497.4559794907 2005985.9786362306, 2677077.8732978613 2006873.1116808397, 2676747.2652656524 2007797.099231946, 2676508.815818942 2008749.0427843293, 2676364.8213562523 2009719.774601195, 2676316.6686229743 2010699.9460044906, 2676364.8213562523 2011680.1174077862, 2676508.815818942 2012650.849224652, 2676747.2652656524 2013602.7927770352, 2677077.8732978613 2014526.7803281415, 2677497.4559794907 2015413.9133727506, 2678001.972499949 2016255.6483346866, 2678586.564089347 2017043.878846127, 2679245.600811109 2017771.013816356, 2679972.735781338 2018430.050538118, 2680760.9662927785 2019014.642127516, 2681602.7012547143 2019519.1586479743, 2682489.8342993236 2019938.7413296034, 2683413.8218504298 2020269.3493618127, 2684365.765402813 2020507.798808523, 2685336.4972196785 2020651.7932712126, 2686316.6686229743 2020699.9460044906, 2687296.84002627 2020651.7932712126, 2688267.5718431356 2020507.798808523, 2689219.515395519 2020269.3493618127, 2690143.502946625 2019938.7413296034, 2691030.6359912343 2019519.1586479743, 2691872.37095317 2019014.642127516, 2692660.6014646105 2018430.050538118, 2693387.7364348397 2017771.0138163562, 2694046.7731566015 2017043.878846127, 2694631.3647459997 2016255.6483346866, 2695135.881266458 2015413.9133727506, 2695555.4639480873 2014526.7803281415, 2695886.071980296 2013602.7927770352, 2696124.5214270065 2012650.849224652, 2696268.5158896963 2011680.1174077862, 2696316.6686229743 2010699.9460044906))"
"San Pedro Totolapam, Oaxaca",Oaxaca,Ruta Sur, 20,15.8659835,-97.0043148,Presencia Migración Irregular,PG601,S-PG601-1,POINT (-97.0043148 15.8659835),"POLYGON ((2688833.378593407 1861226.7907937516, 2688785.225860129 1860246.619390456, 2688641.2313974393 1859275.8875735903, 2688402.781950729 1858323.944021207, 2688072.17391852 1857399.9564701007, 2687652.5912368908 1856512.8234254916, 2687148.0747164325 1855671.0884635556, 2686563.4831270343 1854882.8579521151, 2685904.4464052725 1854155.7229818862, 2685177.3114350433 1853496.6862601242, 2684389.080923603 1852912.0946707262, 2683547.345961667 1852407.578150268, 2682660.212917058 1851987.9954686388, 2681736.2253659517 1851657.3874364295, 2680784.2818135684 1851418.9379897192, 2679813.549996703 1851274.9435270296, 2678833.378593407 1851226.7907937516, 2677853.2071901113 1851274.9435270296, 2676882.475373246 1851418.9379897192, 2675930.5318208626 1851657.3874364295, 2675006.5442697564 1851987.9954686388, 2674119.411225147 1852407.578150268, 2673277.6762632113 1852912.0946707262, 2672489.445751771 1853496.6862601242, 2671762.3107815417 1854155.722981886, 2671103.27405978 1854882.8579521151, 2670518.6824703817 1855671.0884635556, 2670014.1659499235 1856512.8234254916, 2669594.583268294 1857399.9564701007, 2669263.9752360852 1858323.944021207, 2669025.525789375 1859275.8875735903, 2668881.531326685 1860246.619390456, 2668833.378593407 1861226.7907937516, 2668881.531326685 1862206.9621970472, 2669025.525789375 1863177.694013913, 2669263.9752360852 1864129.6375662962, 2669594.583268294 1865053.6251174025, 2670014.1659499235 1865940.7581620116, 2670518.6824703817 1866782.4931239476, 2671103.27405978 1867570.723635388, 2671762.3107815417 1868297.858605617, 2672489.445751771 1868956.895327379, 2673277.6762632113 1869541.486916777, 2674119.411225147 1870046.0034372353, 2675006.5442697564 1870465.5861188644, 2675930.5318208626 1870796.1941510737, 2676882.475373246 1871034.643597784, 2677853.2071901113 1871178.6380604736, 2678833.378593407 1871226.7907937516, 2679813.549996703 1871178.6380604736, 2680784.2818135684 1871034.643597784, 2681736.2253659517 1870796.1941510737, 2682660.212917058 1870465.5861188644, 2683547.345961667 1870046.0034372353, 2684389.080923603 1869541.486916777, 2685177.3114350433 1868956.895327379, 2685904.4464052725 1868297.8586056172, 2686563.4831270343 1867570.723635388, 2687148.0747164325 1866782.4931239476, 2687652.5912368908 1865940.7581620116, 2688072.17391852 1865053.6251174025, 2688402.781950729 1864129.6375662962, 2688641.2313974393 1863177.694013913, 2688785.225860129 1862206.9621970472, 2688833.378593407 1861226.7907937516))"
"Villa de Tututepec, Oaxaca",Oaxaca,Ruta Sur, 37,16.1303062,-97.6080871,Presencia Migración Irregular,PG602,S-PG602-1,POINT (-97.60808710000002 16.1303062),"POLYGON ((2617820.7595195593 1885282.496442942, 2617772.6067862813 1884302.3250396464, 2617628.6123235915 1883331.5932227806, 2617390.162876881 1882379.6496703974, 2617059.5548446723 1881455.662119291, 2616639.972163043 1880568.529074682, 2616135.4556425847 1879726.794112746, 2615550.8640531865 1878938.5636013055, 2614891.8273314247 1878211.4286310766, 2614164.6923611956 1877552.3919093146, 2613376.461849755 1876967.8003199166, 2612534.7268878194 1876463.2837994583, 2611647.59384321 1876043.7011178292, 2610723.606292104 1875713.0930856199, 2609771.6627397207 1875474.6436389096, 2608800.930922855 1875330.64917622, 2607820.7595195593 1875282.496442942, 2606840.5881162635 1875330.64917622, 2605869.856299398 1875474.6436389096, 2604917.912747015 1875713.0930856199, 2603993.9251959086 1876043.7011178292, 2603106.7921512993 1876463.2837994583, 2602265.0571893635 1876967.8003199166, 2601476.826677923 1877552.3919093146, 2600749.691707694 1878211.4286310766, 2600090.654985932 1878938.5636013055, 2599506.063396534 1879726.794112746, 2599001.5468760757 1880568.529074682, 2598581.9641944463 1881455.662119291, 2598251.3561622375 1882379.6496703974, 2598012.906715527 1883331.5932227806, 2597868.9122528373 1884302.3250396464, 2597820.7595195593 1885282.496442942, 2597868.9122528373 1886262.6678462375, 2598012.906715527 1887233.3996631033, 2598251.3561622375 1888185.3432154865, 2598581.9641944463 1889109.3307665929, 2599001.5468760757 1889996.463811202, 2599506.063396534 1890838.198773138, 2600090.654985932 1891626.4292845784, 2600749.691707694 1892353.5642548073, 2601476.826677923 1893012.6009765693, 2602265.0571893635 1893597.1925659673, 2603106.7921512993 1894101.7090864256, 2603993.9251959086 1894521.2917680547, 2604917.912747015 1894851.899800264, 2605869.856299398 1895090.3492469743, 2606840.5881162635 1895234.343709664, 2607820.7595195593 1895282.496442942, 2608800.930922855 1895234.343709664, 2609771.6627397207 1895090.3492469743, 2610723.606292104 1894851.899800264, 2611647.59384321 1894521.2917680547, 2612534.7268878194 1894101.7090864256, 2613376.461849755 1893597.1925659673, 2614164.6923611956 1893012.6009765693, 2614891.8273314247 1892353.5642548075, 2615550.8640531865 1891626.4292845784, 2616135.4556425847 1890838.198773138, 2616639.972163043 1889996.463811202, 2617059.5548446723 1889109.3307665929, 2617390.162876881 1888185.3432154865, 2617628.6123235915 1887233.3996631033, 2617772.6067862813 1886262.6678462375, 2617820.7595195593 1885282.496442942))"
